Alt,u,v,temp,bv2,lat,long
12241.000,-1.012,1.359,1.925,0.000,46.840,-116.759
12245.000,-0.941,1.428,1.918,0.000,46.840,-116.759
12250.000,-0.870,1.495,1.911,0.000,46.840,-116.759
12254.000,-0.799,1.563,1.905,0.000,46.840,-116.759
12259.000,-0.728,1.631,1.898,0.000,46.840,-116.759
12263.000,-0.656,1.699,1.891,0.000,46.840,-116.759
12268.000,-0.395,1.559,1.884,0.000,46.841,-116.758
12272.000,-0.322,1.625,1.877,0.000,46.841,-116.758
12276.000,-0.249,1.691,1.871,0.000,46.841,-116.758
12281.000,-0.175,1.757,1.864,0.000,46.841,-116.758
12285.000,-0.102,1.823,1.857,0.000,46.841,-116.758
12290.000,-0.028,1.888,1.850,0.000,46.841,-116.757
12294.000,0.046,1.954,1.844,0.000,46.841,-116.757
12299.000,0.120,2.019,1.837,0.000,46.841,-116.757
12303.000,0.465,1.929,1.830,0.000,46.841,-116.757
12308.000,0.540,1.993,1.824,0.000,46.841,-116.757
12312.000,0.616,2.057,1.817,0.000,46.842,-116.757
12316.000,0.691,2.120,1.810,-0.000,46.842,-116.756
12321.000,0.767,2.184,1.704,0.000,46.842,-116.756
12325.000,0.842,2.247,1.697,0.000,46.842,-116.756
12330.000,0.918,2.311,1.690,0.000,46.842,-116.756
12334.000,0.994,2.374,1.684,0.000,46.842,-116.756
12339.000,1.070,2.437,1.677,0.000,46.842,-116.755
12343.000,1.145,2.500,1.670,0.000,46.842,-116.755
12347.000,1.425,2.324,1.664,0.000,46.842,-116.755
12352.000,1.503,2.386,1.657,0.000,46.843,-116.755
12356.000,1.580,2.447,1.650,0.000,46.843,-116.755
12361.000,1.580,2.444,1.543,0.000,46.843,-116.754
12365.000,1.861,2.259,1.537,0.000,46.843,-116.754
12370.000,1.862,2.256,1.530,0.000,46.843,-116.754
12374.000,1.940,2.316,1.523,0.000,46.843,-116.754
12378.000,2.141,2.061,1.517,0.000,46.843,-116.754
12383.000,2.220,2.119,1.510,0.000,46.843,-116.754
12387.000,2.221,2.116,1.503,0.000,46.843,-116.753
12392.000,2.301,2.174,1.497,0.000,46.843,-116.753
12396.000,2.580,1.972,1.390,-0.000,46.844,-116.753
12401.000,2.581,1.969,1.384,0.000,46.844,-116.753
12405.000,2.662,2.025,1.377,0.000,46.844,-116.753
12409.000,2.663,2.021,1.370,0.000,46.844,-116.752
12414.000,2.941,1.812,1.364,0.000,46.844,-116.752
12418.000,3.023,1.866,1.357,0.000,46.844,-116.752
12423.000,3.025,1.862,1.350,0.000,46.844,-116.752
12427.000,3.107,1.916,1.344,0.001,46.844,-116.752
12431.000,3.302,1.640,1.437,0.001,46.844,-116.751
12436.000,3.386,1.692,1.431,0.000,46.844,-116.751
12440.000,3.388,1.687,1.424,0.000,46.844,-116.751
12445.000,3.308,1.625,1.417,0.000,46.845,-116.751
12449.000,3.309,1.620,1.411,0.000,46.845,-116.750
12453.000,3.500,1.340,1.404,0.000,46.845,-116.750
12458.000,3.502,1.334,1.398,0.000,46.845,-116.750
12462.000,3.421,1.273,1.391,0.000,46.845,-116.750
12467.000,3.423,1.267,1.384,0.000,46.845,-116.750
12471.000,3.425,1.261,1.378,0.000,46.845,-116.749
12475.000,3.427,1.255,1.371,0.000,46.845,-116.749
12480.000,3.430,1.249,1.365,0.001,46.845,-116.749
12484.000,3.531,0.912,1.458,0.001,46.845,-116.749
12489.000,3.533,0.906,1.452,0.000,46.845,-116.749
12493.000,3.536,0.900,1.445,0.000,46.846,-116.748
12497.000,3.538,0.893,1.439,0.000,46.846,-116.748
12502.000,3.456,0.832,1.433,0.000,46.846,-116.748
