Alt,u,v,temp,bv2,lat,long
24485.000,-0.507,-1.627,0.779,0.000,46.979,-116.754
24491.000,-0.590,-1.634,0.772,0.000,46.979,-116.754
24497.000,-0.561,-1.834,0.765,0.001,46.979,-116.754
24503.000,-0.545,-1.836,0.757,0.001,46.979,-116.754
24509.000,-0.513,-2.036,0.750,0.000,46.979,-116.755
24515.000,-0.597,-2.047,0.742,0.001,46.979,-116.755
24521.000,-0.562,-2.249,0.635,0.001,46.979,-116.755
24527.000,-0.524,-2.450,0.627,0.000,46.979,-116.755
24533.000,-0.509,-2.452,0.620,0.000,46.979,-116.755
24539.000,-0.468,-2.653,0.612,0.001,46.979,-116.755
24545.000,-0.453,-2.655,0.605,0.001,46.979,-116.755
24551.000,-0.508,-2.871,0.598,0.000,46.979,-116.756
24557.000,-0.494,-2.874,0.590,0.000,46.979,-116.756
24564.000,-0.447,-3.075,0.582,0.001,46.979,-116.756
24570.000,-0.433,-3.077,0.575,0.001,46.979,-116.756
24576.000,-0.383,-3.279,0.567,-0.000,46.978,-116.756
24582.000,-0.469,-3.300,0.459,-0.000,46.978,-116.756
24588.000,-0.415,-3.502,0.452,0.001,46.978,-116.756
24594.000,-0.359,-3.703,0.444,0.001,46.978,-116.757
24600.000,-0.444,-3.727,0.436,0.000,46.978,-116.757
24606.000,-0.384,-3.929,0.428,0.001,46.978,-116.757
24612.000,-0.373,-3.931,0.420,0.001,46.978,-116.757
24618.000,-0.361,-3.932,0.413,0.000,46.978,-116.757
24624.000,-0.350,-3.934,0.405,-0.000,46.978,-116.757
24630.000,-0.243,-3.911,0.297,0.001,46.978,-116.757
24636.000,-0.280,-3.714,0.289,0.001,46.978,-116.758
24642.000,-0.270,-3.716,0.281,0.000,46.978,-116.758
24648.000,-0.260,-3.717,0.273,0.000,46.978,-116.758
24654.000,-0.153,-3.696,0.265,0.001,46.978,-116.758
24660.000,-0.143,-3.697,0.257,0.001,46.978,-116.758
24666.000,-0.134,-3.699,0.248,0.000,46.978,-116.758
24672.000,-0.125,-3.700,0.240,0.000,46.978,-116.759
24678.000,-0.062,-3.483,0.232,0.001,46.978,-116.759
24684.000,-0.054,-3.484,0.224,0.001,46.978,-116.759
24690.000,-0.045,-3.485,0.216,0.000,46.978,-116.759
24696.000,0.061,-3.465,0.208,0.000,46.978,-116.759
24702.000,0.069,-3.466,0.199,0.001,46.978,-116.759
24708.000,0.077,-3.466,0.191,0.001,46.978,-116.759
24714.000,0.045,-3.272,0.183,0.000,46.978,-116.760
24720.000,0.151,-3.253,0.174,0.001,46.978,-116.760
24726.000,0.159,-3.253,0.166,0.001,46.978,-116.760
24732.000,0.167,-3.253,0.158,0.000,46.978,-116.760
24738.000,0.139,-3.059,0.149,0.000,46.978,-116.760
24744.000,0.146,-3.059,0.141,0.001,46.978,-116.760
24750.000,0.022,-2.880,0.133,0.001,46.978,-116.761
24756.000,0.029,-2.880,0.124,0.000,46.978,-116.761
24762.000,0.007,-2.682,0.116,0.000,46.978,-116.761
24768.000,-0.085,-2.696,0.108,0.001,46.978,-116.761
24774.000,-0.104,-2.496,0.099,0.001,46.978,-116.761
24780.000,-0.120,-2.296,0.091,0.000,46.978,-116.761
24786.000,-0.213,-2.305,0.082,0.000,46.978,-116.761
24792.000,-0.226,-2.103,0.073,0.001,46.978,-116.762
24798.000,-0.220,-2.101,0.065,0.001,46.978,-116.762
24804.000,-0.329,-1.905,0.056,0.000,46.978,-116.762
24810.000,-0.323,-1.904,0.048,0.000,46.978,-116.762
24816.000,-0.329,-1.699,0.039,0.001,46.978,-116.762
24822.000,-0.422,-1.703,0.030,0.001,46.978,-116.762
