Alt,u,v,temp,bv2,lat,long
16600.000,2.622,-0.688,-0.251,0.000,46.922,-116.662
16605.000,2.448,-0.692,-0.245,0.001,46.923,-116.661
16610.000,2.276,-0.700,-0.239,0.001,46.923,-116.661
16614.000,2.244,-0.784,-0.234,0.000,46.923,-116.661
16619.000,2.074,-0.797,-0.228,0.000,46.923,-116.661
16624.000,1.907,-0.815,-0.222,0.001,46.923,-116.661
16629.000,1.922,-0.811,-0.217,0.000,46.923,-116.661
16634.000,1.799,-0.742,-0.211,0.000,46.923,-116.661
16639.000,1.856,-0.648,-0.206,0.001,46.923,-116.661
16643.000,1.730,-0.580,-0.200,0.000,46.923,-116.661
16648.000,1.603,-0.515,-0.295,-0.000,46.923,-116.661
16653.000,1.657,-0.419,-0.289,0.000,46.923,-116.661
16658.000,1.527,-0.356,-0.284,0.001,46.923,-116.661
16663.000,1.579,-0.260,-0.278,0.001,46.923,-116.661
16667.000,1.447,-0.199,-0.273,-0.000,46.923,-116.661
16672.000,1.497,-0.102,-0.367,-0.000,46.924,-116.661
16677.000,1.361,-0.043,-0.362,0.001,46.924,-116.661
16682.000,1.376,-0.039,-0.357,0.000,46.924,-116.661
16686.000,1.272,0.112,-0.352,-0.000,46.924,-116.661
16691.000,1.287,0.116,-0.446,0.000,46.924,-116.661
16696.000,1.178,0.266,-0.441,0.001,46.924,-116.661
16700.000,1.193,0.270,-0.436,0.000,46.924,-116.661
16705.000,1.080,0.419,-0.431,-0.000,46.924,-116.661
16710.000,1.095,0.422,-0.526,0.000,46.924,-116.660
16715.000,0.979,0.570,-0.520,0.000,46.924,-116.660
16719.000,0.993,0.574,-0.515,0.000,46.924,-116.660
16724.000,1.036,0.674,-0.510,0.000,46.925,-116.660
16729.000,1.078,0.774,-0.605,0.000,46.925,-116.660
16734.000,1.121,0.875,-0.600,0.000,46.925,-116.660
16738.000,1.163,0.976,-0.595,0.000,46.925,-116.660
16743.000,1.178,0.980,-0.590,0.000,46.925,-116.660
16748.000,1.221,1.081,-0.685,-0.000,46.925,-116.660
16752.000,1.263,1.182,-0.680,0.000,46.925,-116.660
16757.000,1.306,1.282,-0.676,0.001,46.925,-116.660
16762.000,1.348,1.383,-0.671,0.000,46.925,-116.660
16767.000,1.363,1.388,-0.666,-0.000,46.925,-116.660
16771.000,1.406,1.490,-0.761,0.000,46.925,-116.660
16776.000,1.449,1.591,-0.756,0.001,46.926,-116.660
16781.000,1.492,1.692,-0.751,0.000,46.926,-116.660
16786.000,1.535,1.794,-0.746,-0.000,46.926,-116.660
16790.000,1.578,1.895,-0.842,0.000,46.926,-116.660
16795.000,1.593,1.901,-0.837,0.000,46.926,-116.660
16800.000,1.637,2.002,-0.832,-0.000,46.926,-116.660
16805.000,1.680,2.104,-0.927,0.000,46.926,-116.660
16810.000,1.723,2.206,-0.923,0.001,46.926,-116.660
16814.000,1.767,2.308,-0.918,0.000,46.926,-116.660
16819.000,1.782,2.314,-0.913,-0.000,46.926,-116.660
16824.000,1.798,2.320,-1.008,0.000,46.927,-116.660
16829.000,1.842,2.422,-1.004,0.000,46.927,-116.659
16834.000,1.858,2.428,-0.999,0.000,46.927,-116.659
16839.000,1.902,2.531,-0.994,0.000,46.927,-116.659
16844.000,1.918,2.537,-1.089,0.000,46.927,-116.659
16849.000,1.934,2.544,-1.085,0.000,46.927,-116.659
16853.000,1.978,2.646,-1.080,0.000,46.927,-116.659
16858.000,1.995,2.653,-1.075,0.000,46.927,-116.659
16863.000,2.039,2.756,-1.170,0.000,46.927,-116.659
