Alt,u,v,temp,bv2,lat,long
32503.000,0.152,0.458,-0.863,0.000,46.988,-117.005
32509.000,0.042,0.473,-0.780,0.000,46.988,-117.006
32516.000,-0.069,0.488,-0.796,0.000,46.988,-117.006
32522.000,-0.048,0.735,-0.813,0.004,46.988,-117.006
32529.000,-0.158,0.752,-0.730,0.004,46.988,-117.006
32535.000,-0.268,0.768,-0.746,0.000,46.988,-117.006
32541.000,-0.379,0.785,-0.663,0.000,46.988,-117.006
32548.000,-0.489,0.802,-0.680,0.000,46.988,-117.007
32554.000,-0.562,1.071,-0.696,0.000,46.988,-117.007
32561.000,-0.672,1.090,-0.613,0.000,46.988,-117.007
32567.000,-0.585,1.077,-0.630,0.000,46.988,-117.007
32573.000,-0.498,1.065,-0.647,0.000,46.988,-117.007
32580.000,-0.509,1.068,-0.563,0.000,46.988,-117.007
32586.000,-0.422,1.055,-0.580,0.000,46.988,-117.008
32592.000,-0.433,1.058,-0.597,0.000,46.988,-117.008
32599.000,-0.305,1.292,-0.514,0.000,46.988,-117.008
32605.000,-0.317,1.295,-0.530,0.003,46.988,-117.008
32611.000,-0.230,1.281,-0.547,0.004,46.988,-117.008
32618.000,-0.242,1.284,-0.464,0.000,46.988,-117.009
32624.000,-0.155,1.270,-0.481,0.000,46.988,-117.009
32630.000,-0.068,1.256,-0.398,0.000,46.988,-117.009
32637.000,-0.080,1.259,-0.414,0.000,46.988,-117.009
32643.000,0.007,1.245,-0.431,0.000,46.988,-117.009
32649.000,0.039,1.487,-0.348,0.000,46.988,-117.009
32656.000,0.126,1.471,-0.365,0.000,46.988,-117.010
32662.000,0.114,1.475,-0.382,0.000,46.988,-117.010
32668.000,0.200,1.459,-0.299,0.000,46.988,-117.010
32674.000,0.188,1.462,-0.316,0.000,46.988,-117.010
32681.000,0.274,1.447,-0.333,0.004,46.988,-117.010
32687.000,0.262,1.450,-0.250,0.004,46.989,-117.010
32693.000,0.348,1.435,-0.267,0.000,46.989,-117.011
32700.000,0.434,1.419,-0.184,0.000,46.989,-117.011
32706.000,0.521,1.403,-0.201,0.000,46.989,-117.011
32712.000,0.508,1.407,-0.218,0.000,46.989,-117.011
32719.000,0.594,1.391,-0.135,0.000,46.989,-117.011
32725.000,0.680,1.376,-0.152,0.000,46.989,-117.011
32731.000,0.668,1.379,-0.069,0.000,46.989,-117.012
32738.000,0.754,1.364,-0.086,0.000,46.989,-117.012
32744.000,0.840,1.348,-0.103,0.000,46.989,-117.012
32750.000,0.828,1.352,-0.020,0.000,46.989,-117.012
32757.000,0.914,1.337,-0.037,0.000,46.989,-117.012
32763.000,0.999,1.321,0.046,0.004,46.989,-117.012
32769.000,1.085,1.306,0.029,0.003,46.989,-117.013
32776.000,1.073,1.309,0.012,0.000,46.989,-117.013
32782.000,1.158,1.294,0.095,0.000,46.989,-117.013
32789.000,1.244,1.279,0.078,0.000,46.989,-117.013
32795.000,1.232,1.282,0.060,0.000,46.989,-117.013
32802.000,1.317,1.267,0.143,0.000,46.989,-117.013
32808.000,1.403,1.252,0.126,0.000,46.989,-117.014
32815.000,1.390,1.256,0.209,0.000,46.989,-117.014
32821.000,1.339,1.050,0.192,0.000,46.989,-117.014
32827.000,1.228,1.071,0.174,0.000,46.989,-117.014
32834.000,1.081,0.879,0.257,0.000,46.989,-117.014
32840.000,0.969,0.899,0.240,0.000,46.989,-117.015
32847.000,0.858,0.918,0.223,0.004,46.989,-117.015
32853.000,0.714,0.719,0.306,0.004,46.989,-117.015
32860.000,0.602,0.737,0.288,0.000,46.989,-117.015
32866.000,0.461,0.531,0.271,0.000,46.989,-117.015
32872.000,0.348,0.547,0.354,0.000,46.989,-117.015
32879.000,0.236,0.564,0.336,0.000,46.989,-117.016
