Alt,u,v,temp,bv2
25639.000,4.003,3.239,-0.929,0.000
25645.000,4.098,3.204,-0.938,0.001
25650.000,4.193,3.168,-0.947,0.001
25656.000,4.199,3.179,-0.956,0.000
25662.000,4.294,3.143,-0.864,0.000
25667.000,4.234,3.019,-0.873,0.000
25673.000,4.330,2.985,-0.882,0.001
25679.000,4.273,2.861,-0.891,0.001
25684.000,4.311,2.696,-0.900,0.000
25690.000,4.318,2.706,-0.908,0.000
25695.000,4.360,2.543,-0.917,0.001
25701.000,4.368,2.553,-0.926,0.001
25707.000,4.321,2.429,-0.934,0.000
25712.000,4.423,2.401,-0.943,0.000
25718.000,4.380,2.278,-0.951,0.000
25723.000,4.483,2.252,-0.960,0.002
25729.000,4.444,2.129,-0.869,0.002
25735.000,4.407,2.005,-0.877,0.000
25741.000,4.513,1.981,-0.885,0.000
25746.000,4.480,1.858,-0.894,0.000
25752.000,4.586,1.836,-0.902,0.001
25758.000,4.557,1.713,-0.911,0.001
25764.000,4.530,1.589,-0.919,0.000
25769.000,4.639,1.570,-0.827,0.000
25775.000,4.519,1.473,-0.836,0.000
25781.000,4.303,1.395,-0.844,0.001
25787.000,4.186,1.288,-0.852,0.001
25792.000,4.072,1.176,-0.860,0.000
25798.000,3.959,1.060,-0.869,0.000
25804.000,3.848,0.940,-0.777,0.002
25809.000,3.641,0.832,-0.785,0.001
25815.000,3.534,0.703,-0.793,0.000
25821.000,3.431,0.569,-0.802,0.000
25827.000,3.230,0.441,-0.810,0.000
25832.000,3.131,0.298,-0.818,0.002
25838.000,3.147,0.303,-0.726,0.002
25844.000,2.952,0.162,-0.734,0.000
25850.000,2.858,0.009,-0.742,0.000
25855.000,2.768,-0.148,-0.750,0.000
25861.000,2.585,-0.137,-0.758,0.001
25867.000,2.498,-0.302,-0.767,0.002
25873.000,2.414,-0.470,-0.675,0.000
25878.000,2.231,-0.467,-0.683,0.000
25884.000,2.150,-0.643,-0.691,0.000
25890.000,1.967,-0.643,-0.698,0.002
25895.000,1.785,-0.643,-0.606,0.002
25901.000,1.602,-0.644,-0.614,0.000
25907.000,1.425,-0.839,-0.622,0.000
25913.000,1.343,-0.840,-0.630,0.000
25919.000,1.161,-0.844,-0.538,0.002
25925.000,0.978,-0.850,-0.546,0.001
25931.000,0.796,-0.855,-0.554,0.000
25937.000,0.614,-0.861,-0.562,0.000
25943.000,0.432,-0.866,-0.570,0.002
25949.000,0.250,-0.872,-0.478,0.002
25955.000,0.068,-0.878,-0.486,0.000
25961.000,-0.115,-0.884,-0.494,0.000
25967.000,-0.197,-0.887,-0.502,0.000
25972.000,-0.379,-0.893,-0.510,0.001
25978.000,-0.561,-0.899,-0.518,0.002
25984.000,-0.733,-1.140,-0.426,0.000
25990.000,-0.915,-1.150,-0.434,0.000
