Alt,u,v,temp,bv2
29446.000,-0.612,3.288,0.305,0.000
29452.000,-0.425,3.503,0.291,0.000
29459.000,-0.428,3.507,0.276,0.000
29465.000,-0.339,3.473,0.261,0.000
29472.000,-0.249,3.440,0.246,0.002
29479.000,-0.253,3.443,0.231,0.002
29485.000,-0.163,3.410,0.316,0.000
29492.000,-0.067,3.654,0.301,0.000
29499.000,0.021,3.619,0.286,-0.000
29505.000,0.110,3.584,0.171,-0.000
29512.000,0.106,3.588,0.156,0.000
29519.000,0.287,3.514,0.141,0.002
29526.000,0.467,3.440,0.126,0.002
29532.000,0.556,3.405,0.112,0.000
29539.000,0.736,3.331,0.097,0.000
29546.000,0.824,3.035,0.082,0.000
29553.000,1.006,2.964,0.067,0.000
29560.000,1.095,2.931,0.052,0.000
29566.000,1.276,2.861,0.037,0.000
29573.000,1.458,2.790,0.022,0.002
29580.000,1.547,2.757,0.007,0.002
29587.000,1.647,2.479,-0.008,0.000
29593.000,1.829,2.412,-0.023,0.000
29600.000,2.012,2.344,-0.038,0.000
29607.000,2.101,2.313,-0.053,0.000
29614.000,2.284,2.246,-0.068,0.000
29621.000,2.467,2.179,-0.083,0.002
29627.000,2.484,1.955,-0.099,0.002
29634.000,2.668,1.891,-0.114,0.000
29641.000,2.851,1.828,-0.129,0.000
29648.000,3.035,1.764,-0.144,0.000
29655.000,3.060,1.552,-0.159,0.000
29661.000,3.150,1.524,-0.174,0.000
29668.000,3.180,1.316,-0.189,0.000
29675.000,3.366,1.259,-0.204,0.002
29682.000,3.457,1.233,-0.219,0.002
29688.000,3.492,1.033,-0.234,0.000
29695.000,3.583,1.008,-0.249,0.000
29702.000,3.719,0.784,-0.265,0.000
29709.000,3.811,0.762,-0.280,0.000
29715.000,3.856,0.571,-0.295,0.000
29722.000,3.948,0.550,-0.310,0.002
29729.000,3.997,0.364,-0.325,0.002
29735.000,4.186,0.321,-0.340,0.000
29742.000,4.240,0.141,-0.355,0.000
29748.000,4.297,-0.037,-0.371,0.000
29755.000,4.390,-0.052,-0.386,0.000
29762.000,4.451,-0.225,-0.401,0.000
29768.000,4.544,-0.239,-0.416,0.000
29775.000,4.707,-0.424,-0.431,0.002
29781.000,4.776,-0.588,-0.446,0.002
29788.000,4.573,-0.551,-0.462,0.000
29795.000,4.469,-0.530,-0.477,0.000
29801.000,4.267,-0.493,-0.392,0.000
29808.000,4.064,-0.456,-0.407,0.000
29815.000,3.960,-0.435,-0.423,0.000
29821.000,3.758,-0.398,-0.438,0.002
29828.000,3.654,-0.376,-0.453,0.002
29834.000,3.425,-0.514,-0.468,0.000
29841.000,3.320,-0.494,-0.484,0.000
29848.000,3.117,-0.460,-0.499,0.000
29854.000,2.914,-0.427,-0.514,0.000
29861.000,2.809,-0.407,-0.529,0.000
29868.000,2.606,-0.373,-0.545,0.000
29874.000,2.501,-0.353,-0.460,0.003
29881.000,2.298,-0.319,-0.475,0.002
29887.000,2.193,-0.299,-0.491,0.000
29894.000,1.989,-0.265,-0.506,0.000
29901.000,1.786,-0.231,-0.521,0.000
29907.000,1.681,-0.211,-0.536,0.000
29914.000,1.477,-0.177,-0.452,0.000
29920.000,1.373,-0.157,-0.467,0.000
29927.000,1.299,0.073,-0.483,0.002
29933.000,1.230,0.307,-0.498,0.002
29940.000,1.067,0.563,-0.513,0.000
29946.000,0.963,0.588,-0.529,0.000
29953.000,0.903,0.831,-0.444,0.000
29960.000,0.750,1.099,-0.459,0.000
29966.000,0.647,1.128,-0.475,0.000
29973.000,0.597,1.379,-0.490,0.000
29979.000,0.455,1.659,-0.505,0.003
29986.000,0.352,1.691,-0.421,0.003
29992.000,0.312,1.951,-0.436,0.000
29999.000,0.114,2.012,-0.452,0.000
30005.000,0.080,2.278,-0.467,0.000
30012.000,-0.044,2.576,-0.483,0.000
30018.000,-0.145,2.614,-0.398,0.000
30025.000,-0.263,2.919,-0.413,0.000
30031.000,-0.364,2.958,-0.429,0.002
30038.000,-0.474,3.270,-0.444,0.002
30044.000,-0.574,3.312,-0.460,0.000
30051.000,-0.491,3.559,-0.375,0.000
