Alt,u,v,temp,bv2,lat,long
13794.000,2.261,-0.730,-1.149,0.001,46.869,-116.712
13800.000,2.270,-0.735,-1.148,0.000,46.869,-116.712
13805.000,2.197,-0.799,-1.147,0.000,46.869,-116.712
13811.000,2.125,-0.862,-1.145,0.001,46.869,-116.711
13816.000,2.134,-0.867,-1.144,0.001,46.869,-116.711
13822.000,2.062,-0.931,-1.143,0.000,46.870,-116.711
13827.000,1.990,-0.995,-1.141,0.000,46.870,-116.711
13833.000,1.918,-1.059,-1.140,0.000,46.870,-116.711
13838.000,2.091,-1.293,-1.238,0.000,46.870,-116.711
13844.000,2.100,-1.298,-1.237,0.000,46.870,-116.710
13849.000,2.109,-1.303,-1.235,0.000,46.870,-116.710
13854.000,2.119,-1.308,-1.233,0.001,46.870,-116.710
13860.000,2.128,-1.313,-1.232,0.001,46.870,-116.710
13865.000,2.137,-1.318,-1.230,0.000,46.870,-116.710
13870.000,2.147,-1.324,-1.228,0.000,46.870,-116.709
13875.000,2.239,-1.271,-1.226,0.000,46.870,-116.709
13880.000,2.249,-1.277,-1.224,0.001,46.870,-116.709
13885.000,2.258,-1.282,-1.222,0.001,46.871,-116.709
13891.000,2.268,-1.287,-1.120,0.001,46.871,-116.709
13896.000,2.278,-1.292,-1.118,0.000,46.871,-116.709
13901.000,2.288,-1.297,-1.116,0.000,46.871,-116.708
13906.000,2.298,-1.302,-1.113,0.000,46.871,-116.708
13911.000,2.308,-1.307,-1.111,0.001,46.871,-116.708
13916.000,2.318,-1.311,-1.109,0.001,46.871,-116.708
13922.000,2.410,-1.258,-1.106,0.000,46.871,-116.708
13927.000,2.420,-1.263,-1.104,0.000,46.871,-116.708
13932.000,2.430,-1.267,-1.102,0.000,46.871,-116.707
13937.000,2.440,-1.272,-1.099,0.000,46.871,-116.707
13942.000,2.450,-1.276,-1.097,0.001,46.872,-116.707
13947.000,2.460,-1.280,-1.094,0.001,46.872,-116.707
13953.000,2.386,-0.994,-1.091,0.000,46.872,-116.707
13958.000,2.396,-0.998,-1.089,0.000,46.872,-116.707
13963.000,2.406,-1.002,-1.086,0.000,46.872,-116.706
13968.000,2.497,-0.947,-1.083,0.001,46.872,-116.706
13973.000,2.335,-0.719,-0.980,0.001,46.872,-116.706
