Alt,u,v,temp,bv2,lat,long
30672.000,0.833,0.171,-0.248,0.000,46.987,-116.951
30678.000,0.730,0.181,-0.262,0.000,46.987,-116.951
30685.000,0.627,0.190,-0.275,0.000,46.987,-116.951
30691.000,0.398,-0.063,-0.289,0.002,46.987,-116.951
30697.000,0.295,-0.055,-0.302,0.003,46.987,-116.951
30703.000,0.191,-0.047,-0.216,0.000,46.987,-116.952
30709.000,0.088,-0.040,-0.229,0.000,46.987,-116.952
30716.000,-0.037,-0.312,-0.243,0.000,46.987,-116.952
30722.000,-0.241,-0.299,-0.256,0.000,46.987,-116.952
30728.000,-0.344,-0.293,-0.270,0.000,46.987,-116.953
30734.000,-0.448,-0.287,-0.283,0.000,46.987,-116.953
30741.000,-0.552,-0.281,-0.297,0.000,46.987,-116.953
30747.000,-0.773,-0.561,-0.311,0.000,46.987,-116.953
30753.000,-0.877,-0.557,-0.324,0.002,46.987,-116.953
30759.000,-0.981,-0.553,-0.338,0.003,46.987,-116.954
30765.000,-1.085,-0.548,-0.251,0.000,46.987,-116.954
30772.000,-1.188,-0.544,-0.265,0.000,46.987,-116.954
30778.000,-1.392,-0.534,-0.279,0.000,46.987,-116.954
30784.000,-1.409,-0.839,-0.292,0.000,46.987,-116.954
30790.000,-1.414,-0.840,-0.306,0.000,46.987,-116.955
30796.000,-1.418,-0.841,-0.319,0.000,46.988,-116.955
30803.000,-1.422,-0.841,-0.333,0.000,46.988,-116.955
30809.000,-1.426,-0.842,-0.347,0.000,46.988,-116.955
30815.000,-1.530,-0.840,-0.260,0.003,46.988,-116.956
30821.000,-1.534,-0.841,-0.274,0.002,46.988,-116.956
30827.000,-1.539,-0.841,-0.288,0.000,46.988,-116.956
30833.000,-1.543,-0.842,-0.302,0.000,46.988,-116.956
30839.000,-1.547,-0.843,-0.315,0.000,46.988,-116.957
30845.000,-1.551,-0.844,-0.329,0.000,46.988,-116.957
30851.000,-1.656,-0.841,-0.243,0.000,46.988,-116.957
30857.000,-1.668,-1.149,-0.257,0.000,46.988,-116.957
30863.000,-1.673,-1.150,-0.270,0.000,46.988,-116.957
30869.000,-1.677,-1.151,-0.284,0.000,46.988,-116.958
30875.000,-1.681,-1.152,-0.298,0.002,46.988,-116.958
30881.000,-1.786,-1.151,-0.312,0.003,46.988,-116.958
30887.000,-1.790,-1.151,-0.225,0.000,46.988,-116.958
