Alt,u,v,temp,bv2,lat,long
28602.000,-3.289,-1.473,0.713,0.002,46.982,-116.881
28608.000,-3.386,-1.479,0.703,0.000,46.982,-116.882
28614.000,-3.483,-1.485,0.692,0.000,46.982,-116.882
28620.000,-3.580,-1.491,0.682,0.000,46.982,-116.882
28626.000,-3.686,-1.151,0.671,0.000,46.982,-116.882
28632.000,-3.783,-1.155,0.660,0.000,46.982,-116.883
28639.000,-3.880,-1.159,0.650,0.002,46.982,-116.883
28645.000,-3.980,-0.812,0.639,0.002,46.982,-116.883
28651.000,-4.077,-0.814,0.629,0.000,46.982,-116.884
28658.000,-4.174,-0.817,0.618,0.000,46.982,-116.884
28664.000,-4.268,-0.463,0.607,0.000,46.982,-116.884
28670.000,-4.365,-0.463,0.597,0.000,46.982,-116.884
28677.000,-4.462,-0.464,0.586,0.000,46.982,-116.885
28683.000,-4.560,-0.464,0.575,0.002,46.982,-116.885
28689.000,-4.647,-0.102,0.565,0.002,46.982,-116.885
28696.000,-4.744,-0.101,0.554,0.000,46.982,-116.885
28702.000,-4.842,-0.099,0.543,0.000,46.982,-116.886
28708.000,-4.923,0.270,0.532,0.000,46.982,-116.886
28714.000,-5.120,0.278,0.522,0.000,46.982,-116.886
28721.000,-5.217,0.281,0.511,0.000,46.983,-116.887
28727.000,-5.314,0.284,0.500,0.002,46.983,-116.887
28733.000,-5.189,0.649,0.490,0.002,46.983,-116.887
28740.000,-5.086,0.640,0.479,0.000,46.983,-116.887
28746.000,-5.084,0.638,0.468,0.000,46.983,-116.888
28752.000,-4.981,0.628,0.457,0.000,46.983,-116.888
28759.000,-4.879,0.619,0.447,0.000,46.983,-116.888
28765.000,-4.876,0.617,0.436,0.000,46.983,-116.888
28771.000,-4.745,0.973,0.425,0.002,46.983,-116.889
28777.000,-4.643,0.962,0.414,0.002,46.983,-116.889
28784.000,-4.641,0.960,0.503,0.000,46.983,-116.889
28790.000,-4.538,0.949,0.493,0.000,46.983,-116.890
28796.000,-4.536,0.946,0.482,0.000,46.983,-116.890
28803.000,-4.399,1.295,0.471,0.000,46.983,-116.890
28809.000,-4.297,1.282,0.460,0.000,46.983,-116.890
28815.000,-4.295,1.280,0.449,0.002,46.983,-116.891
28822.000,-4.193,1.267,0.438,0.002,46.983,-116.891
28828.000,-4.091,1.254,0.428,0.000,46.983,-116.891
28835.000,-4.089,1.252,0.417,0.000,46.983,-116.891
28841.000,-3.947,1.591,0.406,0.000,46.983,-116.892
28847.000,-3.845,1.577,0.395,0.000,46.983,-116.892
28854.000,-3.843,1.575,0.384,0.000,46.983,-116.892
28860.000,-3.642,1.548,0.373,0.002,46.983,-116.892
28867.000,-3.541,1.534,0.362,0.002,46.983,-116.892
28873.000,-3.340,1.507,0.351,0.000,46.983,-116.893
28880.000,-3.139,1.480,0.440,0.000,46.983,-116.893
28886.000,-3.038,1.466,0.429,0.000,46.983,-116.893
28893.000,-2.875,1.106,0.419,0.000,46.983,-116.893
28899.000,-2.674,1.083,0.408,0.000,46.983,-116.894
28906.000,-2.572,1.070,0.397,0.002,46.983,-116.894
28912.000,-2.371,1.047,0.386,0.002,46.983,-116.894
28919.000,-2.170,1.024,0.375,0.000,46.983,-116.894
28925.000,-2.068,1.011,0.364,0.000,46.983,-116.894
28932.000,-1.867,0.988,0.353,0.000,46.983,-116.895
28938.000,-1.766,0.975,0.442,0.000,46.983,-116.895
28945.000,-1.565,0.952,0.431,0.000,46.983,-116.895
28951.000,-1.394,0.621,0.420,0.002,46.983,-116.895
28958.000,-1.292,0.610,0.409,0.002,46.983,-116.896
28964.000,-1.091,0.591,0.398,0.000,46.983,-116.896
28971.000,-0.890,0.571,0.387,0.000,46.983,-116.896
28977.000,-0.788,0.560,0.376,0.000,46.983,-116.896
28984.000,-0.587,0.540,0.365,0.000,46.983,-116.896
28990.000,-0.485,0.529,0.454,0.000,46.983,-116.897
28997.000,-0.307,0.221,0.442,0.002,46.983,-116.897
29003.000,-0.205,0.211,0.431,0.002,46.983,-116.897
29010.000,-0.004,0.195,0.420,0.000,46.983,-116.897
29016.000,0.098,0.186,0.409,0.000,46.983,-116.897
29023.000,0.282,-0.109,0.398,0.000,46.983,-116.898
29029.000,0.384,-0.117,0.387,0.000,46.983,-116.898
29035.000,0.585,-0.129,0.376,0.000,46.983,-116.898
