Alt,u,v,temp,bv2
15808.000,-0.541,-1.202,0.413,0.000
15813.000,-0.444,-1.140,0.324,0.000
15817.000,-0.427,-1.139,0.335,0.000
15822.000,-0.329,-1.077,0.346,0.000
15827.000,-0.232,-1.015,0.357,0.000
15831.000,-0.134,-0.953,0.368,0.000
15836.000,-0.116,-0.951,0.379,0.000
15841.000,-0.017,-0.889,0.291,0.000
15846.000,0.081,-0.827,0.302,0.000
15850.000,0.179,-0.765,0.313,0.000
15855.000,0.321,-0.929,0.324,0.000
15860.000,0.421,-0.868,0.336,0.000
15864.000,0.521,-0.807,0.347,0.000
15869.000,0.621,-0.747,0.358,0.000
15874.000,0.640,-0.745,0.370,0.000
15879.000,0.782,-0.915,0.381,0.000
15883.000,0.801,-0.913,0.392,0.000
15888.000,0.940,-1.085,0.403,0.000
15893.000,0.960,-1.083,0.415,0.000
15897.000,1.096,-1.257,0.426,0.000
15902.000,1.116,-1.256,0.438,0.000
15907.000,1.136,-1.254,0.449,0.000
15912.000,1.270,-1.430,0.460,0.000
15916.000,1.290,-1.429,0.472,0.000
15921.000,1.421,-1.607,0.483,0.000
15926.000,1.527,-1.554,0.495,0.000
15930.000,1.655,-1.736,0.506,0.000
15935.000,1.676,-1.735,0.518,0.000
15940.000,1.802,-1.919,0.529,0.000
15944.000,1.823,-1.918,0.540,0.000
15949.000,1.945,-2.104,0.552,-0.000
15954.000,1.966,-2.103,0.463,-0.000
15958.000,2.075,-2.055,0.475,0.000
15963.000,2.195,-2.244,0.486,0.000
15968.000,2.127,-2.289,0.498,0.000
15972.000,2.059,-2.333,0.509,0.000
15977.000,1.982,-2.145,0.521,0.000
15982.000,1.914,-2.191,0.532,0.000
15986.000,1.846,-2.237,0.544,0.000
15991.000,1.866,-2.236,0.555,0.000
15996.000,1.798,-2.281,0.567,0.000
16000.000,1.729,-2.327,0.578,0.000
16005.000,1.749,-2.326,0.589,0.000
16010.000,1.583,-2.194,0.601,0.001
16014.000,1.515,-2.241,0.613,0.001
16019.000,1.534,-2.240,0.624,0.001
16023.000,1.466,-2.288,0.636,0.001
16028.000,1.398,-2.335,0.647,-0.000
16033.000,1.416,-2.334,0.559,-0.000
16037.000,1.251,-2.211,0.570,0.001
16042.000,1.183,-2.260,0.582,0.001
16047.000,1.202,-2.259,0.593,0.001
16051.000,1.133,-2.307,0.604,0.000
16056.000,1.064,-2.356,0.616,0.000
16061.000,0.986,-2.191,0.627,0.001
16065.000,0.917,-2.241,0.639,0.001
16070.000,0.836,-2.079,0.650,0.000
16074.000,0.768,-2.130,0.562,-0.000
16079.000,0.785,-2.128,0.573,0.000
16084.000,0.701,-1.969,0.585,0.001
16088.000,0.634,-2.022,0.596,0.001
16093.000,0.548,-1.866,0.607,0.001
16097.000,0.481,-1.920,0.619,0.000
16102.000,0.497,-1.918,0.630,0.000
16106.000,0.327,-1.822,0.642,0.000
16111.000,0.342,-1.820,0.553,0.000
16116.000,0.252,-1.671,0.564,0.001
16120.000,0.187,-1.727,0.576,0.000
16125.000,0.094,-1.581,0.587,0.000
16129.000,0.029,-1.639,0.598,0.001
16134.000,0.044,-1.636,0.609,0.001
16138.000,-0.050,-1.493,0.621,0.001
16143.000,-0.114,-1.552,0.632,-0.000
16148.000,-0.210,-1.412,0.543,-0.000
16152.000,-0.195,-1.409,0.554,0.001
16157.000,-0.259,-1.470,0.565,0.001
16161.000,-0.355,-1.332,0.576,0.001
16166.000,-0.341,-1.329,0.587,0.000
16171.000,-0.403,-1.391,0.598,0.000
16175.000,-0.388,-1.388,0.609,0.001
16180.000,-0.374,-1.384,0.620,0.001
16184.000,-0.546,-1.315,0.630,0.000
16189.000,-0.532,-1.312,0.641,0.000
16193.000,-0.517,-1.308,0.652,0.001
16198.000,-0.502,-1.304,0.663,0.001
16203.000,-0.562,-1.366,0.674,0.001
