Alt,u,v,temp,bv2
13264.000,2.970,0.359,1.887,0.000
13268.000,2.857,0.321,1.889,0.000
13273.000,2.934,0.073,1.892,0.000
13277.000,2.914,0.073,1.895,0.000
13281.000,2.801,0.037,1.897,0.001
13286.000,2.781,0.037,2.000,0.001
13290.000,2.668,0.001,2.002,0.000
13295.000,2.649,0.001,2.005,0.000
13299.000,2.629,0.001,2.007,0.000
13304.000,2.517,-0.035,2.009,0.000
13308.000,2.497,-0.034,2.012,0.000
13312.000,2.385,-0.070,2.014,0.000
13317.000,2.366,-0.069,2.016,0.000
13321.000,2.348,-0.069,2.019,0.000
13326.000,2.236,-0.104,2.021,0.000
13330.000,2.218,-0.103,2.023,0.000
13335.000,2.013,0.100,2.025,0.000
13339.000,1.995,0.101,2.027,0.000
13344.000,1.977,0.102,2.029,0.001
13348.000,1.867,0.065,2.131,0.001
13352.000,1.850,0.066,2.133,0.000
13357.000,1.740,0.030,2.135,0.000
13361.000,1.723,0.031,2.137,0.000
13366.000,1.707,0.032,2.139,0.000
13370.000,1.598,-0.004,2.141,0.000
13375.000,1.485,0.230,2.143,0.000
13379.000,1.377,0.192,2.144,0.000
13383.000,1.361,0.193,2.146,0.000
13388.000,1.154,0.383,2.148,0.000
13392.000,1.139,0.384,2.149,0.000
13397.000,1.124,0.386,2.151,0.000
13401.000,0.915,0.570,2.153,0.000
13406.000,0.900,0.572,2.154,0.001
13411.000,0.794,0.531,2.156,0.001
13415.000,0.674,0.753,2.157,0.000
13420.000,0.659,0.755,2.159,0.000
13424.000,0.555,0.712,2.160,0.000
13429.000,0.432,0.931,2.162,0.000
13433.000,0.329,0.888,2.163,0.001
13438.000,0.315,0.889,2.165,0.001
13443.000,0.190,1.105,2.166,0.000
13447.000,0.088,1.060,2.168,0.000
13452.000,0.075,1.062,2.169,0.000
13456.000,-0.053,1.274,2.170,0.000
13461.000,-0.154,1.227,2.171,0.001
13466.000,-0.079,1.277,2.173,0.001
13470.000,-0.124,1.537,2.174,0.000
13475.000,-0.050,1.589,2.175,0.000
13479.000,0.024,1.641,2.176,0.000
13484.000,0.011,1.642,2.177,0.000
13489.000,0.086,1.694,2.078,0.000
13493.000,0.034,1.958,2.080,0.000
13498.000,0.108,2.011,2.081,0.000
13502.000,0.182,2.064,2.082,0.000
13507.000,0.170,2.065,2.083,0.000
13512.000,0.244,2.117,2.084,0.001
13516.000,0.185,2.387,2.085,0.001
13521.000,0.259,2.440,2.086,0.000
13525.000,0.333,2.494,2.087,-0.000
13530.000,0.407,2.548,1.988,-0.000
13534.000,0.396,2.548,1.989,0.000
13539.000,0.470,2.601,1.989,0.000
13544.000,0.403,2.877,1.990,0.001
13548.000,0.477,2.931,1.991,0.001
13553.000,0.551,2.986,1.992,0.000
13558.000,0.625,3.040,1.993,-0.000
13562.000,0.700,3.095,1.894,-0.000
13567.000,0.920,2.919,1.894,0.001
13572.000,0.996,2.971,1.895,0.001
13576.000,1.072,3.024,1.896,0.000
13581.000,1.147,3.076,1.897,-0.000
13586.000,1.223,3.128,1.797,-0.000
13590.000,1.384,3.233,1.798,0.000
13595.000,1.609,3.043,1.799,0.001
13600.000,1.686,3.093,1.799,0.001
13604.000,1.764,3.143,1.800,-0.000
13609.000,1.841,3.194,1.701,-0.000
13614.000,1.919,3.244,1.701,0.000
13618.000,1.997,3.294,1.702,0.000
13623.000,2.225,3.089,1.702,0.001
13628.000,2.304,3.138,1.703,0.000
13632.000,2.470,3.236,1.604,-0.000
13637.000,2.549,3.284,1.604,0.000
13642.000,2.629,3.332,1.605,0.000
13646.000,2.709,3.380,1.605,0.000
13651.000,2.852,3.112,1.606,0.000
13656.000,2.933,3.158,1.507,0.000
13660.000,2.927,3.155,1.507,0.000
13665.000,3.008,3.201,1.508,0.000
13670.000,3.149,2.927,1.508,-0.000
13674.000,3.231,2.972,1.409,-0.000
13679.000,3.225,2.969,1.410,0.001
13684.000,3.308,3.013,1.410,0.001
13689.000,3.446,2.733,1.411,-0.000
13693.000,3.529,2.776,1.311,-0.000
13698.000,3.613,2.818,1.312,0.000
13703.000,3.608,2.815,1.312,0.000
13707.000,3.833,2.573,1.313,-0.000
13712.000,3.828,2.570,1.213,0.000
13717.000,3.913,2.611,1.214,0.001
13721.000,3.908,2.607,1.215,0.000
13726.000,4.131,2.358,1.215,-0.000
13731.000,4.126,2.355,1.116,-0.000
13735.000,4.212,2.393,1.116,0.000
13740.000,4.208,2.390,1.117,0.001
13745.000,4.337,2.093,1.117,0.000
13749.000,4.242,2.048,1.018,-0.000
13754.000,4.146,2.004,1.019,0.000
13759.000,4.051,1.960,1.019,0.000
13763.000,4.046,1.957,1.020,0.000
13768.000,3.951,1.912,1.020,0.000
13773.000,3.981,1.580,1.021,0.001
13777.000,3.977,1.576,1.021,0.001
13782.000,3.882,1.534,1.022,-0.000
13787.000,3.786,1.491,0.922,-0.000
13791.000,3.691,1.448,0.923,0.000
13796.000,3.687,1.445,0.923,0.000
13801.000,3.710,1.118,0.924,0.000
13805.000,3.614,1.077,0.924,0.001
13810.000,3.611,1.074,0.925,0.001
13815.000,3.516,1.033,0.925,0.000
13819.000,3.420,0.992,0.926,0.000
13824.000,3.435,0.671,0.926,0.000
13829.000,3.432,0.668,0.927,0.000
13833.000,3.336,0.629,0.927,0.000
13838.000,3.334,0.625,0.928,0.001
13843.000,3.238,0.586,0.928,0.001
13847.000,3.236,0.583,0.929,0.000
13852.000,3.234,0.580,0.929,0.000
13857.000,3.139,0.541,0.930,0.000
13861.000,3.137,0.537,0.931,0.000
13866.000,3.041,0.498,0.931,0.000
13871.000,3.039,0.495,0.932,0.000
13875.000,3.038,0.492,0.932,0.001
13880.000,2.942,0.453,0.933,0.001
13885.000,2.940,0.450,0.933,0.000
