Alt,u,v,temp,bv2,lat,long
4837.000,1.016,-0.580,0.036,0.000,46.766,-116.936
4841.000,1.111,-0.542,0.067,-0.000,46.767,-116.935
4846.000,1.205,-0.504,-0.003,-0.000,46.767,-116.935
4851.000,1.396,-0.437,0.028,0.000,46.767,-116.935
4856.000,1.490,-0.400,0.059,-0.000,46.767,-116.935
4861.000,1.585,-0.362,-0.011,-0.000,46.767,-116.935
4866.000,1.605,-0.085,0.020,-0.000,46.767,-116.934
4871.000,1.699,-0.045,-0.049,-0.000,46.767,-116.934
4876.000,1.793,-0.006,-0.019,0.000,46.767,-116.934
4881.000,1.888,0.033,0.012,-0.000,46.767,-116.934
4885.000,1.792,0.011,-0.057,-0.000,46.767,-116.934
4890.000,1.696,-0.011,-0.026,-0.000,46.767,-116.934
4895.000,1.696,-0.003,-0.096,-0.000,46.767,-116.933
4899.000,1.600,-0.025,-0.065,0.000,46.767,-116.933
4904.000,1.502,-0.054,-0.036,-0.000,46.767,-116.933
4909.000,1.325,0.153,-0.106,-0.000,46.767,-116.933
4913.000,1.227,0.124,-0.077,-0.000,46.767,-116.933
4918.000,1.130,0.094,-0.147,-0.000,46.767,-116.933
4923.000,1.127,0.096,-0.118,0.000,46.767,-116.932
4928.000,1.030,0.067,-0.089,-0.000,46.767,-116.932
4932.000,0.932,0.037,-0.159,-0.000,46.767,-116.932
4937.000,0.835,0.007,-0.130,0.000,46.767,-116.932
4942.000,0.738,-0.023,-0.101,-0.000,46.767,-116.932
4946.000,0.735,-0.020,-0.171,-0.000,46.767,-116.932
4951.000,0.559,0.172,-0.142,0.000,46.767,-116.931
4956.000,0.462,0.141,-0.112,-0.000,46.767,-116.931
4961.000,0.365,0.109,-0.183,-0.000,46.767,-116.931
4965.000,0.268,0.078,-0.153,-0.000,46.768,-116.931
4970.000,0.172,0.047,-0.224,-0.000,46.768,-116.931
4975.000,0.169,0.049,-0.194,0.000,46.768,-116.931
4979.000,0.166,0.052,-0.165,-0.000,46.768,-116.930
4984.000,0.164,0.055,-0.235,-0.000,46.768,-116.930
4989.000,0.332,-0.125,-0.205,0.000,46.768,-116.930
4993.000,0.329,-0.122,-0.176,-0.000,46.768,-116.930
4998.000,0.421,-0.087,-0.246,-0.000,46.768,-116.930
5003.000,0.419,-0.084,-0.216,0.000,46.768,-116.930
5008.000,0.585,-0.270,-0.186,-0.000,46.768,-116.929
5012.000,0.582,-0.267,-0.257,-0.000,46.768,-116.929
5017.000,0.580,-0.264,-0.227,0.000,46.768,-116.929
5022.000,0.673,-0.230,-0.197,-0.000,46.768,-116.929
5026.000,0.741,-0.452,-0.267,-0.000,46.768,-116.929
5031.000,0.834,-0.420,-0.237,0.000,46.768,-116.929
5036.000,0.832,-0.417,-0.207,-0.000,46.768,-116.928
5040.000,0.925,-0.384,-0.277,-0.000,46.768,-116.928
5045.000,0.990,-0.611,-0.247,0.000,46.768,-116.928
