Alt,u,v,temp,bv2
31912.000,1.363,-2.006,0.338,0.000
31919.000,1.358,-2.007,0.321,0.000
31926.000,1.378,-2.226,0.304,0.003
31933.000,1.402,-2.445,0.287,0.003
31940.000,1.430,-2.664,0.270,0.000
31947.000,1.364,-2.900,0.253,0.000
31953.000,1.359,-2.901,0.236,0.000
31960.000,1.395,-3.120,0.219,0.000
31967.000,1.435,-3.339,0.202,0.000
31974.000,1.479,-3.557,0.185,0.000
31980.000,1.429,-3.798,0.167,0.000
31987.000,1.425,-3.799,0.150,0.000
31994.000,1.477,-4.017,0.133,0.000
32001.000,1.532,-4.234,0.116,0.003
32008.000,1.496,-4.479,0.099,0.003
32014.000,1.560,-4.696,0.081,0.000
32021.000,1.556,-4.698,0.064,0.000
32028.000,1.529,-4.945,0.047,0.000
32035.000,1.601,-5.161,0.029,0.000
32041.000,1.597,-5.163,0.012,0.000
32048.000,1.593,-5.165,-0.005,0.000
32055.000,1.589,-5.167,-0.023,0.000
32062.000,1.586,-5.169,-0.040,0.000
32068.000,1.662,-5.384,-0.058,0.003
32075.000,1.658,-5.386,-0.075,0.003
32082.000,1.654,-5.388,-0.093,0.000
32089.000,1.651,-5.390,-0.110,0.000
32095.000,1.648,-5.392,-0.128,0.000
32102.000,1.644,-5.395,-0.145,0.000
32109.000,1.724,-5.608,-0.163,0.000
32116.000,1.721,-5.611,-0.181,0.000
32122.000,1.718,-5.613,-0.198,0.000
32129.000,1.714,-5.616,-0.216,0.000
32136.000,1.711,-5.618,-0.234,0.000
32143.000,1.708,-5.621,-0.251,0.003
32150.000,1.792,-5.833,-0.269,0.003
32156.000,1.789,-5.836,-0.287,0.000
32163.000,1.786,-5.838,-0.305,0.000
32169.000,1.783,-5.841,-0.323,0.000
32176.000,1.781,-5.844,-0.340,0.000
32183.000,1.598,-5.675,-0.358,0.000
32189.000,1.596,-5.678,-0.376,0.000
32196.000,1.509,-5.468,-0.394,0.000
32202.000,1.507,-5.471,-0.412,0.000
32209.000,1.504,-5.474,-0.430,0.000
32216.000,1.422,-5.263,-0.448,0.000
32222.000,1.419,-5.266,-0.466,0.003
32229.000,1.341,-5.054,-0.484,0.003
32235.000,1.338,-5.057,-0.502,0.000
32242.000,1.264,-4.844,-0.520,0.000
32248.000,1.261,-4.847,-0.539,0.000
32255.000,1.164,-4.882,-0.557,0.000
32262.000,1.093,-4.666,-0.575,0.000
32268.000,1.091,-4.669,-0.593,0.000
32275.000,1.023,-4.452,-0.611,0.000
32281.000,1.022,-4.455,-0.630,0.000
32288.000,1.020,-4.459,-0.648,0.000
32294.000,0.860,-4.267,-0.666,0.003
32301.000,0.858,-4.271,-0.685,0.003
32308.000,0.895,-4.026,-0.703,0.000
32314.000,0.840,-3.806,-0.721,0.000
32321.000,0.886,-3.564,-0.740,0.000
32327.000,0.839,-3.344,-0.758,0.000
32334.000,0.698,-3.141,-0.777,0.000
32340.000,0.658,-2.917,-0.795,0.000
32347.000,0.623,-2.694,-0.714,0.000
32354.000,0.691,-2.457,-0.732,0.000
32360.000,0.664,-2.235,-0.751,0.000
32367.000,0.641,-2.011,-0.769,0.000
32373.000,0.622,-1.788,-0.788,0.003
32380.000,0.607,-1.564,-0.807,0.003
32386.000,0.596,-1.340,-0.825,0.000
32393.000,0.589,-1.116,-0.844,0.000
32399.000,0.686,-0.892,-0.863,0.000
32406.000,0.788,-0.672,-0.882,0.000
32412.000,0.787,-0.677,-0.900,0.000
32418.000,0.792,-0.456,-0.919,0.000
32425.000,0.801,-0.236,-0.838,0.000
32431.000,0.715,-0.010,-0.857,0.000
32438.000,0.732,0.212,-0.876,0.000
32444.000,0.632,0.215,-0.895,0.003
