Alt,u,v,temp,bv2
16106.000,0.017,7.481,-1.057,0.001
16111.000,0.030,7.485,-1.051,0.000
16116.000,0.043,7.488,-1.145,-0.000
16120.000,0.346,7.330,-1.139,0.000
16125.000,0.359,7.333,-1.132,0.001
16129.000,0.372,7.337,-1.126,0.001
16134.000,0.384,7.340,-1.120,0.000
16139.000,0.705,7.275,-1.114,0.000
16143.000,0.717,7.278,-1.108,0.001
16148.000,0.707,7.184,-1.102,0.001
16152.000,0.719,7.187,-1.096,0.000
16157.000,1.012,7.019,-1.090,0.000
16162.000,1.000,6.925,-1.085,0.001
16166.000,1.312,6.850,-1.079,0.001
16171.000,1.298,6.757,-1.073,0.000
16175.000,1.579,6.581,-1.067,0.000
16180.000,1.563,6.487,-1.061,0.001
16185.000,1.547,6.394,-1.055,0.001
16189.000,1.819,6.215,-1.049,0.000
16194.000,1.801,6.122,-1.043,0.000
16198.000,2.067,5.939,-1.037,0.001
16203.000,2.077,5.942,-1.032,0.001
16208.000,2.338,5.755,-1.026,0.000
16212.000,2.316,5.664,-1.020,0.000
16217.000,2.570,5.474,-1.014,0.001
16221.000,2.546,5.383,-1.008,0.001
16226.000,2.829,5.284,-1.002,0.000
16231.000,2.803,5.195,-0.997,0.001
16235.000,3.046,4.999,-0.891,0.001
16240.000,3.018,4.911,-0.885,0.001
16245.000,3.293,4.805,-0.879,0.000
16249.000,3.264,4.717,-0.873,0.000
16254.000,3.274,4.721,-0.868,0.001
16259.000,3.504,4.520,-0.862,0.001
16263.000,3.514,4.525,-0.856,0.000
16268.000,3.484,4.438,-0.850,0.000
16273.000,3.749,4.326,-0.844,0.001
16277.000,3.717,4.241,-0.839,0.001
16282.000,3.979,4.126,-0.833,0.000
16287.000,3.946,4.041,-0.827,0.000
16291.000,3.956,4.047,-0.821,0.001
16296.000,4.169,3.839,-0.816,0.001
16301.000,4.180,3.845,-0.810,0.000
16305.000,4.190,3.851,-0.804,0.000
16310.000,4.398,3.641,-0.798,0.001
16315.000,4.408,3.648,-0.792,0.001
16319.000,4.371,3.566,-0.785,0.000
16324.000,4.621,3.443,-0.779,0.000
16329.000,4.583,3.362,-0.773,0.001
16333.000,4.593,3.368,-0.767,0.001
16338.000,4.839,3.242,-0.761,0.000
16343.000,4.799,3.162,-0.754,0.000
16347.000,4.759,3.082,-0.748,0.001
16352.000,4.719,3.003,-0.742,0.000
16356.000,4.679,2.923,-0.736,0.000
16361.000,4.864,2.711,-0.729,0.001
16366.000,4.823,2.632,-0.723,0.001
16371.000,4.781,2.554,-0.717,0.000
16375.000,4.740,2.475,-0.710,0.000
16380.000,4.698,2.396,-0.704,0.001
16385.000,4.872,2.185,-0.698,0.001
16390.000,4.828,2.107,-0.691,0.000
16394.000,4.785,2.028,-0.685,0.000
16399.000,4.741,1.950,-0.678,0.001
16404.000,4.698,1.871,-0.672,0.001
16409.000,4.860,1.661,-0.665,0.000
16413.000,4.869,1.667,-0.658,0.000
