Alt,u,v,temp,bv2,lat,long
20012.000,-2.829,3.471,-0.390,0.000,46.960,-116.682
20017.000,-2.818,3.472,-0.390,0.000,46.960,-116.682
20022.000,-2.757,3.670,-0.391,0.000,46.960,-116.682
20028.000,-2.621,3.799,-0.391,0.000,46.960,-116.682
20033.000,-2.611,3.799,-0.492,0.000,46.960,-116.682
20039.000,-2.404,3.852,-0.492,0.000,46.960,-116.682
20044.000,-2.265,3.974,-0.492,0.000,46.960,-116.682
20049.000,-2.187,3.900,-0.493,0.000,46.960,-116.682
20055.000,-1.981,3.944,-0.493,0.000,46.960,-116.682
20060.000,-1.971,3.943,-0.493,0.000,46.960,-116.682
20065.000,-1.766,3.982,-0.494,0.000,46.961,-116.682
20071.000,-1.625,4.092,-0.494,0.000,46.961,-116.683
20076.000,-1.552,4.014,-0.495,0.000,46.961,-116.683
20082.000,-1.348,4.043,-0.495,0.000,46.961,-116.683
20087.000,-1.207,4.146,-0.495,0.000,46.961,-116.683
20092.000,-1.137,4.065,-0.496,0.001,46.961,-116.683
20098.000,-0.996,4.165,-0.396,0.001,46.961,-116.683
20103.000,-0.794,4.181,-0.396,0.000,46.961,-116.683
20109.000,-0.785,4.179,-0.397,0.000,46.961,-116.683
20114.000,-0.585,4.190,-0.397,0.000,46.961,-116.683
20119.000,-0.441,4.281,-0.397,0.000,46.961,-116.683
20125.000,-0.377,4.195,-0.398,0.000,46.961,-116.683
20130.000,-0.234,4.281,-0.398,0.000,46.961,-116.683
20135.000,-0.036,4.281,-0.399,0.000,46.961,-116.683
20141.000,-0.028,4.277,-0.400,0.000,46.962,-116.683
20146.000,0.168,4.272,-0.400,0.000,46.962,-116.683
20152.000,0.227,4.183,-0.401,0.000,46.962,-116.683
20157.000,0.420,4.173,-0.401,0.001,46.962,-116.683
20162.000,0.612,4.158,-0.302,0.001,46.962,-116.684
20168.000,0.668,4.067,-0.302,0.000,46.962,-116.684
20173.000,0.902,3.959,-0.303,0.000,46.962,-116.684
20178.000,0.957,3.866,-0.304,0.000,46.962,-116.684
20184.000,1.140,3.841,-0.304,0.000,46.962,-116.684
20189.000,1.192,3.747,-0.305,0.001,46.962,-116.684
20194.000,1.371,3.717,-0.206,0.001,46.962,-116.684
20199.000,1.548,3.683,-0.207,0.000,46.962,-116.684
20204.000,1.597,3.588,-0.207,0.000,46.962,-116.684
20210.000,1.770,3.550,-0.208,0.000,46.962,-116.684
20215.000,1.941,3.508,-0.209,0.000,46.962,-116.684
20220.000,1.987,3.412,-0.210,0.001,46.962,-116.684
20225.000,2.153,3.366,-0.111,0.001,46.962,-116.684
20230.000,2.317,3.317,-0.112,0.000,46.963,-116.684
20236.000,2.479,3.265,-0.113,0.000,46.963,-116.684
20241.000,2.638,3.210,-0.114,0.000,46.963,-116.684
20246.000,2.644,3.206,-0.115,0.000,46.963,-116.684
20251.000,2.683,3.108,-0.116,0.000,46.963,-116.684
20257.000,2.837,3.049,-0.117,0.000,46.963,-116.684
20262.000,2.874,2.951,-0.118,0.000,46.963,-116.684
20267.000,2.911,2.854,-0.119,0.000,46.963,-116.684
20272.000,2.947,2.756,-0.120,0.001,46.963,-116.684
20277.000,2.984,2.658,-0.022,0.001,46.963,-116.684
20283.000,3.020,2.560,-0.023,0.000,46.963,-116.684
20288.000,3.025,2.558,-0.024,0.000,46.963,-116.684
20293.000,3.062,2.461,-0.025,0.000,46.963,-116.684
20298.000,3.098,2.364,-0.027,0.001,46.963,-116.684
20303.000,3.134,2.266,-0.028,0.001,46.963,-116.684
20309.000,3.170,2.169,-0.029,0.001,46.963,-116.684
20314.000,3.206,2.073,-0.031,0.001,46.963,-116.684
20319.000,3.242,1.976,-0.032,0.001,46.963,-116.684
20324.000,3.277,1.879,-0.034,0.001,46.963,-116.684
20329.000,3.407,1.813,-0.035,0.001,46.964,-116.684
20335.000,3.412,1.812,-0.036,0.001,46.964,-116.684
20340.000,3.445,1.715,0.062,0.000,46.964,-116.684
20345.000,3.479,1.618,0.061,0.001,46.964,-116.684
20350.000,3.512,1.522,0.059,0.001,46.964,-116.684
20355.000,3.606,1.548,0.058,0.001,46.964,-116.684
20360.000,3.637,1.452,0.056,0.001,46.964,-116.684
20366.000,3.730,1.476,0.054,0.001,46.964,-116.684
20371.000,3.734,1.476,0.053,0.001,46.964,-116.684
20376.000,3.851,1.402,0.051,0.001,46.964,-116.684
20381.000,3.942,1.424,0.050,0.001,46.964,-116.684
20386.000,3.946,1.424,0.048,0.000,46.964,-116.684
20391.000,4.037,1.444,0.046,0.001,46.964,-116.685
20397.000,4.148,1.365,0.145,0.001,46.964,-116.685
20402.000,4.151,1.365,0.143,0.001,46.964,-116.685
20407.000,4.241,1.383,0.141,0.001,46.964,-116.685
20412.000,4.332,1.398,0.140,0.001,46.964,-116.685
20417.000,4.436,1.314,0.138,0.001,46.964,-116.685
20422.000,4.439,1.315,0.136,0.000,46.964,-116.685
20427.000,4.528,1.328,0.134,0.001,46.964,-116.685
20433.000,4.617,1.339,0.133,0.001,46.964,-116.685
20438.000,4.630,1.242,0.131,0.001,46.964,-116.685
20443.000,4.717,1.252,0.229,0.001,46.964,-116.685
20448.000,4.805,1.261,0.227,0.001,46.964,-116.685
20453.000,4.892,1.268,0.225,0.001,46.964,-116.685
20458.000,4.816,1.165,0.223,0.001,46.965,-116.685
20464.000,4.825,1.068,0.221,0.001,46.965,-116.685
20469.000,4.754,0.964,0.220,0.000,46.965,-116.685
20474.000,4.773,0.768,0.218,0.001,46.965,-116.685
20479.000,4.709,0.663,0.216,0.001,46.965,-116.685
20484.000,4.649,0.558,0.214,0.001,46.965,-116.685
20489.000,4.662,0.462,0.212,0.001,46.965,-116.685
20494.000,4.607,0.357,0.210,0.001,46.965,-116.685
20499.000,4.555,0.251,0.308,0.001,46.965,-116.685
20504.000,4.507,0.145,0.306,0.000,46.965,-116.685
20509.000,4.526,0.050,0.304,0.001,46.965,-116.685
20515.000,4.483,-0.057,0.301,0.001,46.965,-116.685
20520.000,4.444,-0.163,0.299,0.001,46.965,-116.685
20525.000,4.408,-0.270,0.297,0.001,46.965,-116.685
20530.000,4.375,-0.377,0.295,0.001,46.965,-116.685
20535.000,4.347,-0.484,0.293,0.001,46.965,-116.685
20540.000,4.269,-0.606,0.291,0.000,46.965,-116.685
20545.000,4.250,-0.713,0.388,0.001,46.965,-116.685
20550.000,4.233,-0.819,0.386,0.001,46.965,-116.685
20555.000,4.175,-0.943,0.384,0.001,46.965,-116.685
20560.000,4.046,-0.882,0.382,0.001,46.965,-116.685
20565.000,3.864,-0.850,0.379,0.000,46.965,-116.685
20570.000,3.677,-0.830,0.377,0.001,46.965,-116.685
20575.000,3.584,-0.879,0.375,0.001,46.965,-116.685
20580.000,3.438,-0.847,0.373,0.001,46.965,-116.685
20585.000,3.288,-0.822,0.370,0.001,46.965,-116.685
20590.000,3.088,-0.841,0.468,0.001,46.965,-116.685
20596.000,2.931,-0.833,0.465,0.001,46.965,-116.685
20601.000,2.819,-0.791,0.463,0.000,46.965,-116.685
20606.000,2.726,-0.869,0.461,0.001,46.965,-116.685
20611.000,2.565,-0.880,0.458,0.001,46.965,-116.685
20616.000,2.402,-0.898,0.456,0.001,46.965,-116.685
20621.000,2.283,-0.874,0.454,0.001,46.965,-116.686
20626.000,2.118,-0.906,0.451,0.000,46.965,-116.686
20631.000,1.996,-0.891,0.549,0.001,46.965,-116.686
20636.000,1.873,-0.879,0.546,0.001,46.965,-116.686
20641.000,1.786,-0.989,0.544,0.001,46.965,-116.686
20646.000,1.662,-0.985,0.542,0.001,46.965,-116.686
20651.000,1.538,-0.984,0.539,0.001,46.965,-116.686
20657.000,1.412,-0.987,0.537,0.001,46.965,-116.686
20662.000,1.287,-0.994,0.534,0.000,46.966,-116.686
20667.000,1.203,-0.934,0.531,0.001,46.966,-116.686
20672.000,1.076,-0.945,0.529,0.001,46.966,-116.686
20677.000,0.992,-0.886,0.526,0.001,46.966,-116.686
