Alt,u,v,temp,bv2
20210.000,0.853,2.652,-0.341,0.000
20215.000,1.017,2.622,-0.343,0.000
20220.000,1.056,2.538,-0.345,0.001
20225.000,1.216,2.504,-0.247,0.001
20230.000,1.374,2.467,-0.249,0.000
20236.000,1.529,2.427,-0.251,0.000
20241.000,1.683,2.383,-0.253,0.000
20246.000,1.683,2.391,-0.254,0.000
20251.000,1.717,2.305,-0.256,0.000
20257.000,1.866,2.258,-0.258,0.000
20262.000,1.898,2.172,-0.260,0.000
20267.000,1.931,2.085,-0.262,0.000
20272.000,1.963,1.999,-0.263,0.001
20277.000,1.996,1.913,-0.165,0.001
20283.000,2.028,1.827,-0.167,0.001
20288.000,2.030,1.836,-0.168,0.000
20293.000,2.063,1.750,-0.170,0.000
20298.000,2.096,1.665,-0.171,0.001
20303.000,2.129,1.579,-0.173,0.001
20309.000,2.162,1.494,-0.174,0.001
20314.000,2.195,1.409,-0.176,0.001
20319.000,2.229,1.323,-0.178,0.001
20324.000,2.262,1.238,-0.179,0.001
20329.000,2.390,1.183,-0.181,0.001
20335.000,2.393,1.194,-0.183,0.001
20340.000,2.424,1.108,-0.084,0.000
20345.000,2.456,1.023,-0.086,0.001
20350.000,2.487,0.937,-0.087,0.001
20355.000,2.580,0.975,-0.089,0.001
20360.000,2.610,0.889,-0.091,0.001
20366.000,2.702,0.924,-0.092,0.001
20371.000,2.704,0.935,-0.094,0.001
20376.000,2.820,0.872,-0.095,0.001
20381.000,2.911,0.903,-0.097,0.001
20386.000,2.913,0.914,-0.099,0.000
20391.000,3.004,0.944,-0.100,0.001
20397.000,3.115,0.875,-0.002,0.001
20402.000,3.117,0.886,-0.003,0.001
20407.000,3.207,0.913,-0.005,0.001
20412.000,3.298,0.938,-0.006,0.001
20417.000,3.403,0.863,-0.008,0.001
20422.000,3.406,0.874,-0.009,0.000
20427.000,3.495,0.896,-0.011,0.001
20433.000,3.585,0.917,-0.012,0.001
20438.000,3.599,0.828,-0.014,0.001
20443.000,3.688,0.848,0.085,0.001
20448.000,3.777,0.865,0.083,0.001
20453.000,3.866,0.882,0.082,0.001
20458.000,3.792,0.788,0.081,0.001
20464.000,3.804,0.700,0.080,0.001
20469.000,3.735,0.605,0.078,0.000
20474.000,3.758,0.418,0.077,0.001
20479.000,3.697,0.322,0.076,0.001
20484.000,3.640,0.226,0.075,0.001
20489.000,3.657,0.139,0.073,0.001
20494.000,3.606,0.042,0.072,0.001
20499.000,3.558,-0.055,0.171,0.001
20504.000,3.514,-0.153,0.170,0.000
20509.000,3.537,-0.240,0.169,0.001
20515.000,3.498,-0.338,0.168,0.001
20520.000,3.463,-0.436,0.167,0.001
20525.000,3.431,-0.535,0.165,0.001
20530.000,3.404,-0.634,0.164,0.001
20535.000,3.380,-0.734,0.163,0.001
20540.000,3.307,-0.849,0.162,0.000
20545.000,3.292,-0.949,0.261,0.001
20550.000,3.281,-1.049,0.261,0.001
20555.000,3.227,-1.166,0.260,0.001
20560.000,3.104,-1.099,0.259,0.001
20565.000,2.928,-1.062,0.258,0.000
20570.000,2.746,-1.036,0.257,0.001
20575.000,2.658,-1.080,0.256,0.001
20580.000,2.518,-1.043,0.255,0.001
20585.000,2.374,-1.013,0.255,0.001
20590.000,2.179,-1.027,0.354,0.001
20596.000,2.029,-1.015,0.353,0.001
20601.000,1.923,-0.969,0.352,0.000
20606.000,1.837,-1.043,0.352,0.001
20611.000,1.682,-1.049,0.351,0.001
20616.000,1.527,-1.063,0.350,0.001
20621.000,1.415,-1.035,0.349,0.001
20626.000,1.256,-1.063,0.349,0.000
20631.000,1.142,-1.044,0.448,0.001
20636.000,1.026,-1.028,0.448,0.001
20641.000,0.945,-1.135,0.447,0.001
20646.000,0.829,-1.128,0.446,0.001
20651.000,0.711,-1.124,0.446,0.001
20657.000,0.593,-1.123,0.445,0.001
20662.000,0.474,-1.127,0.445,0.000
20667.000,0.397,-1.064,0.444,0.001
20672.000,0.277,-1.073,0.443,0.001
20677.000,0.200,-1.012,0.443,0.001
20682.000,-0.009,-0.977,0.442,0.001
20687.000,-0.087,-0.917,0.441,0.001
20693.000,-0.210,-0.939,0.441,0.001
20698.000,-0.289,-0.881,0.440,0.000
20703.000,-0.368,-0.823,0.439,0.001
20708.000,-0.493,-0.852,0.439,0.001
20713.000,-0.572,-0.797,0.438,0.001
20718.000,-0.787,-0.786,0.437,0.001
20723.000,-0.866,-0.732,0.436,0.000
