Alt,u,v,temp,bv2
30031.000,-0.364,2.958,-0.429,0.002
30038.000,-0.474,3.270,-0.444,0.002
30044.000,-0.574,3.312,-0.460,0.000
30051.000,-0.491,3.559,-0.375,0.000
30057.000,-0.404,3.530,-0.391,0.000
30064.000,-0.317,3.501,-0.406,0.000
30071.000,-0.231,3.744,-0.422,0.000
30077.000,-0.145,3.713,-0.437,0.000
30084.000,-0.059,3.683,-0.353,0.003
30090.000,0.030,3.921,-0.368,0.002
30097.000,0.115,3.889,-0.384,0.000
30103.000,0.200,3.857,-0.399,0.000
30110.000,0.292,4.090,-0.415,0.000
30116.000,0.376,4.057,-0.330,0.000
30123.000,0.471,4.287,-0.346,0.000
30129.000,0.554,4.252,-0.361,0.000
30136.000,0.547,4.259,-0.377,0.000
30142.000,0.735,4.442,-0.293,0.003
30149.000,0.817,4.406,-0.308,0.002
30155.000,0.917,4.627,-0.324,0.000
30162.000,0.999,4.589,-0.239,0.000
30168.000,0.992,4.597,-0.255,0.000
30174.000,1.183,4.768,-0.270,0.000
30181.000,1.245,4.476,-0.286,0.000
30187.000,1.505,4.348,-0.202,0.000
30194.000,1.676,4.265,-0.217,0.002
30200.000,1.838,3.941,-0.233,0.003
30206.000,2.011,3.861,-0.148,0.000
30213.000,2.273,3.738,-0.164,0.000
30219.000,2.356,3.472,-0.180,0.000
30225.000,2.621,3.354,-0.095,0.000
30232.000,2.795,3.277,-0.111,0.000
30238.000,2.979,2.984,-0.127,0.000
30245.000,3.154,2.910,-0.042,0.000
30251.000,3.348,2.629,-0.058,0.002
30257.000,3.524,2.559,-0.074,0.003
30264.000,3.633,2.326,0.011,0.000
30270.000,3.903,2.222,-0.005,0.000
30277.000,4.019,1.999,-0.021,0.000
30283.000,4.292,1.900,0.064,0.000
30289.000,4.415,1.688,0.048,0.000
30296.000,4.595,1.628,0.032,0.000
30302.000,4.819,1.393,0.116,0.003
30309.000,4.858,1.228,0.101,0.002
30315.000,4.997,1.036,0.085,0.000
30321.000,5.044,0.879,0.169,0.000
30328.000,5.094,0.723,0.153,0.000
30334.000,5.147,0.571,0.138,0.000
30341.000,5.204,0.422,0.222,0.000
30347.000,5.263,0.275,0.206,0.000
30353.000,5.326,0.131,0.190,0.000
30360.000,5.392,-0.009,0.275,0.003
30366.000,5.540,-0.290,0.259,0.003
30373.000,5.614,-0.422,0.343,0.000
30379.000,5.690,-0.550,0.327,0.000
30385.000,5.770,-0.674,0.311,0.000
30392.000,5.844,-0.918,0.296,0.000
30398.000,5.930,-1.034,0.280,0.000
30404.000,6.017,-1.266,0.364,0.000
30411.000,6.209,-1.372,0.348,0.000
30417.000,6.308,-1.588,0.332,0.002
30424.000,6.406,-1.685,0.316,0.003
30430.000,6.516,-1.887,0.401,0.000
30436.000,6.421,-2.000,0.385,0.000
30443.000,6.313,-2.002,0.369,0.000
30449.000,6.219,-2.119,0.353,0.000
30456.000,6.030,-2.255,0.437,0.000
30462.000,5.922,-2.261,0.421,0.000
30468.000,5.834,-2.388,0.405,0.000
30475.000,5.727,-2.395,0.389,0.002
30481.000,5.642,-2.527,0.373,0.002
30488.000,5.462,-2.682,0.358,0.000
30494.000,5.355,-2.693,0.442,0.000
30500.000,5.277,-2.833,0.426,0.000
30507.000,5.170,-2.846,0.410,0.000
30513.000,4.998,-3.015,0.394,0.000
30519.000,4.892,-3.030,0.378,0.000
30526.000,4.786,-3.044,0.362,0.000
30532.000,4.715,-3.197,0.346,0.003
30539.000,4.512,-3.238,0.430,0.003
30545.000,4.446,-3.397,0.414,0.000
30551.000,4.340,-3.415,0.398,0.000
30558.000,4.234,-3.432,0.382,0.000
30565.000,4.032,-3.477,0.366,0.000
30571.000,3.885,-3.343,0.450,0.000
30578.000,3.682,-3.384,0.434,0.000
30584.000,3.575,-3.400,0.418,0.000
30591.000,3.331,-3.281,0.402,0.002
30597.000,3.224,-3.294,0.386,0.002
30604.000,2.980,-3.166,0.370,0.000
30610.000,2.872,-3.178,0.454,0.000
30617.000,2.629,-3.040,0.438,0.000
30623.000,2.522,-3.051,0.422,0.000
30630.000,2.316,-3.082,0.406,0.000
30636.000,2.171,-2.912,0.390,0.000
30643.000,1.965,-2.940,0.374,0.000
30649.000,1.857,-2.948,0.458,0.003
30656.000,1.615,-2.786,0.441,0.002
30662.000,1.408,-2.810,0.425,0.000
30669.000,1.299,-2.817,0.409,0.000
