Alt,u,v,temp,bv2
3981.000,-0.384,-1.708,-0.701,0.000
3986.000,-0.385,-1.712,-0.663,-0.000
3991.000,-0.485,-1.721,-0.726,-0.000
3996.000,-0.485,-1.725,-0.688,-0.000
4000.000,-0.485,-1.729,-0.750,-0.000
4005.000,-0.585,-1.738,-0.713,-0.000
4010.000,-0.585,-1.741,-0.775,-0.000
4015.000,-0.586,-1.745,-0.738,0.000
4020.000,-0.583,-1.812,-0.700,-0.000
4024.000,-0.683,-1.819,-0.763,-0.000
4029.000,-0.683,-1.823,-0.725,-0.000
4034.000,-0.683,-1.827,-0.788,-0.000
4039.000,-0.683,-1.831,-0.750,-0.000
4044.000,-0.783,-1.838,-0.813,-0.000
4048.000,-0.783,-1.842,-0.775,-0.000
4053.000,-0.783,-1.846,-0.838,-0.000
4058.000,-0.783,-1.850,-0.800,-0.000
4063.000,-0.882,-1.915,-0.863,-0.000
4068.000,-0.882,-1.919,-0.825,0.000
4072.000,-0.882,-1.923,-0.788,-0.000
4077.000,-0.882,-1.927,-0.850,-0.000
4082.000,-0.881,-1.988,-0.813,0.000
4086.000,-0.881,-2.050,-0.876,-0.000
4091.000,-0.883,-2.111,-0.838,-0.000
4096.000,-0.885,-2.173,-0.901,0.000
4100.000,-0.885,-2.177,-0.863,-0.000
4105.000,-0.888,-2.239,-0.926,-0.000
4109.000,-0.893,-2.300,-0.888,-0.000
4114.000,-0.898,-2.361,-0.951,-0.000
4119.000,-0.904,-2.423,-0.913,0.000
4123.000,-0.912,-2.484,-0.876,-0.000
4128.000,-0.920,-2.545,-0.939,-0.000
4132.000,-0.831,-2.623,-0.901,-0.000
4137.000,-0.841,-2.686,-0.964,0.000
4142.000,-0.939,-2.671,-0.926,0.000
4146.000,-0.950,-2.732,-0.889,-0.000
4151.000,-0.865,-2.814,-0.952,-0.000
4155.000,-0.878,-2.876,-0.914,0.000
4160.000,-0.893,-2.938,-0.877,-0.000
4165.000,-0.908,-2.999,-0.940,-0.000
4169.000,-0.908,-3.004,-0.902,-0.000
4174.000,-0.891,-2.951,-0.965,-0.000
4178.000,-0.876,-2.898,-0.928,-0.000
4183.000,-0.764,-2.867,-0.990,-0.000
4187.000,-0.751,-2.811,-0.953,0.000
4192.000,-0.738,-2.756,-0.916,-0.000
4197.000,-0.628,-2.717,-0.978,0.000
4201.000,-0.617,-2.660,-0.941,-0.000
4206.000,-0.616,-2.664,-1.004,-0.000
4210.000,-0.607,-2.606,-0.966,0.000
4215.000,-0.499,-2.561,-0.929,-0.000
4220.000,-0.491,-2.501,-0.992,-0.000
4224.000,-0.484,-2.441,-0.954,-0.000
4229.000,-0.478,-2.381,-1.017,0.000
4234.000,-0.374,-2.326,-0.980,-0.000
4239.000,-0.470,-2.261,-1.042,-0.000
4244.000,-0.368,-2.202,-1.005,0.000
4249.000,-0.367,-2.207,-1.068,0.000
4253.000,-0.366,-2.145,-1.031,-0.000
4258.000,-0.266,-2.081,-1.093,-0.000
4263.000,-0.267,-2.018,-1.056,0.000
4268.000,-0.269,-1.954,-1.119,-0.000
4273.000,-0.268,-1.959,-1.082,-0.000
4278.000,-0.271,-1.895,-1.144,0.000
4282.000,-0.276,-1.832,-1.107,-0.000
4287.000,-0.282,-1.769,-1.170,-0.000
4292.000,-0.288,-1.706,-1.133,0.000
4297.000,-0.288,-1.710,-1.195,-0.000
