Alt,u,v,temp,bv2
10908.000,-2.048,0.495,-2.574,0.000
10914.000,-2.090,0.697,-2.646,0.000
10919.000,-2.196,0.791,-2.618,0.000
10924.000,-2.230,0.893,-2.690,0.000
10930.000,-2.239,0.797,-2.662,0.000
10935.000,-2.176,0.709,-2.734,0.000
10941.000,-2.198,0.712,-2.706,0.000
10946.000,-2.209,0.615,-2.778,0.000
10951.000,-2.221,0.519,-2.750,0.000
10957.000,-2.173,0.529,-2.822,0.000
10962.000,-2.187,0.432,-2.794,0.000
10968.000,-2.200,0.336,-2.866,0.000
10973.000,-2.149,0.244,-2.839,0.000
10979.000,-2.171,0.248,-2.911,0.000
10984.000,-2.186,0.151,-2.884,0.000
10989.000,-2.141,0.058,-2.956,0.000
10995.000,-2.163,0.061,-2.929,0.000
11000.000,-2.181,-0.036,-3.002,0.000
11006.000,-2.140,-0.130,-2.975,0.000
11011.000,-2.163,-0.127,-3.047,0.000
11016.000,-2.126,-0.222,-3.020,0.000
11021.000,-2.147,-0.319,-3.093,0.000
11027.000,-2.116,-0.315,-3.066,0.000
11032.000,-2.139,-0.412,-3.139,0.000
11037.000,-2.109,-0.409,-3.112,-0.000
11042.000,-2.130,-0.306,-3.185,-0.000
11047.000,-2.095,-0.205,-3.158,0.000
11053.000,-2.062,-0.205,-3.232,0.000
11058.000,-2.079,-0.102,-3.205,0.000
11063.000,-2.044,-0.103,-3.279,0.000
11068.000,-2.059,-0.000,-3.253,0.000
11073.000,-2.014,0.098,-3.326,0.000
11079.000,-2.036,0.101,-3.300,0.000
11084.000,-1.986,0.197,-3.374,0.000
11089.000,-1.998,0.299,-3.348,0.000
11094.000,-2.020,0.302,-3.422,0.000
11100.000,-1.965,0.396,-3.396,0.000
11105.000,-1.987,0.399,-3.470,-0.000
