Alt,u,v,temp,bv2
11813.000,-2.781,-2.607,-1.491,0.000
11818.000,-2.729,-2.783,-1.475,0.001
11823.000,-2.771,-3.035,-1.360,0.001
11827.000,-2.836,-3.275,-1.344,0.000
11832.000,-2.863,-3.244,-1.328,0.000
11836.000,-2.890,-3.212,-1.313,0.001
11841.000,-2.918,-3.180,-1.197,0.001
11846.000,-2.936,-3.190,-1.182,0.000
11850.000,-2.964,-3.159,-1.166,0.000
11855.000,-2.993,-3.128,-1.151,0.000
11860.000,-3.011,-3.137,-1.136,0.000
11864.000,-3.040,-3.107,-1.120,0.000
11869.000,-3.070,-3.077,-1.105,0.000
11873.000,-3.088,-3.086,-1.090,0.000
11878.000,-3.118,-3.056,-1.075,-0.000
11883.000,-3.041,-3.034,-1.160,-0.000
11887.000,-3.073,-3.002,-1.144,0.000
11892.000,-3.105,-2.971,-1.129,0.001
11897.000,-3.122,-2.982,-1.114,0.000
11901.000,-3.155,-2.951,-1.099,0.000
11906.000,-3.189,-2.921,-1.084,0.000
11911.000,-3.205,-2.931,-1.069,0.000
11915.000,-3.240,-2.902,-1.055,0.000
11920.000,-3.256,-2.912,-1.040,0.000
11925.000,-3.110,-2.798,-1.025,-0.000
11930.000,-3.036,-2.767,-1.110,-0.000
11935.000,-2.872,-2.693,-1.095,0.000
11939.000,-2.798,-2.661,-1.080,0.000
11944.000,-2.724,-2.630,-1.066,0.001
