Flight Information:
Launch Date:            	                       	Wednesday, 10 June 2020	   	                   	Launch Time: 	           	17:05:54    	     	End of Ascent:	     	           	01:25:06
Station name:           	                       	                       	   	                   	Serialnumber:	           	17045707
Ground values:
Pressure:               	                       	1025.5 hPa             	   	                   	Temperature: 	           	13.9 °C     	     	Humidity:     	     	           	77 %
Wind Direction:         	                       	315 °                  	   	                   	Wind Speed:  	           	0 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 °             	   	                   	Latitude:    	           	46.860 °    	     	Altitude:     	     	           	978 m
Staff:
Company:                	                       	
Operator:               	                       	                       	   	                   	
Events:
Highest Point:          	                       	16.3 hPa               	   	                   	28998 m
Tropopauses:            	                       	1.: 225.0 hPa          	   	                   	             	           	
Max Winds:              	                       	                       	   	                   	             	           	
Remarks:

Profile Data:
Time                    	P                      	T                      	Hu 	Ws                 	Wd           	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]          	[°]        	[°]         	[m]  	[m]           	[°C] 	[°C]       	[m/s]   	[kg/m3]
0                       	1025.5                 	13.9                   	77 	0.4                	315          	-113.984986	46.859673   	978  	978           	9.9  	15.2       	0.0     	1.244790
1                       	1024.8                 	13.8                   	76 	0.4                	310          	-113.984971	46.859683   	984  	984           	9.6  	15.1       	5.7     	1.244267
2                       	1024.1                 	13.8                   	75 	0.4                	305          	-113.984957	46.859693   	989  	989           	9.3  	15.0       	5.7     	1.243743
3                       	1023.4                 	13.7                   	73 	0.5                	299          	-113.984943	46.859703   	995  	995           	9.0  	14.9       	5.7     	1.243220
4                       	1022.7                 	13.6                   	72 	0.5                	293          	-113.984929	46.859713   	1001 	1001          	8.7  	14.8       	5.7     	1.242698
5                       	1022.1                 	13.5                   	71 	0.5                	286          	-113.984915	46.859723   	1006 	1006          	8.4  	14.7       	5.7     	1.242175
6                       	1021.4                 	13.5                   	70 	0.5                	280          	-113.984901	46.859733   	1012 	1012          	8.1  	14.6       	5.7     	1.241653
7                       	1020.7                 	13.4                   	69 	0.5                	273          	-113.984886	46.859743   	1018 	1018          	7.8  	14.5       	5.7     	1.241071
8                       	1020.0                 	13.4                   	69 	0.6                	267          	-113.984872	46.859753   	1023 	1023          	7.7  	14.5       	5.7     	1.240458
9                       	1019.3                 	13.3                   	68 	0.6                	261          	-113.984858	46.859763   	1029 	1029          	7.6  	14.4       	5.7     	1.239845
10                      	1018.6                 	13.3                   	68 	0.6                	256          	-113.984844	46.859773   	1035 	1035          	7.6  	14.4       	5.7     	1.239232
11                      	1017.9                 	13.2                   	68 	0.6                	251          	-113.984830	46.859783   	1040 	1040          	7.5  	14.3       	5.7     	1.238620
12                      	1017.3                 	13.2                   	68 	0.6                	247          	-113.984816	46.859794   	1046 	1046          	7.4  	14.3       	5.7     	1.238008
13                      	1016.6                 	13.1                   	68 	0.7                	243          	-113.984801	46.859804   	1052 	1052          	7.3  	14.2       	5.7     	1.237396
14                      	1015.9                 	13.1                   	68 	0.7                	239          	-113.984787	46.859814   	1057 	1057          	7.3  	14.1       	5.7     	1.236785
15                      	1015.2                 	13.0                   	68 	0.7                	236          	-113.984773	46.859824   	1063 	1063          	7.2  	14.1       	5.7     	1.236175
16                      	1014.5                 	12.9                   	68 	0.7                	233          	-113.984760	46.859830   	1069 	1069          	7.1  	14.0       	5.7     	1.235564
17                      	1013.8                 	12.9                   	68 	0.7                	231          	-113.984748	46.859834   	1074 	1074          	7.1  	14.0       	5.7     	1.234954
18                      	1013.2                 	12.8                   	67 	0.8                	228          	-113.984736	46.859837   	1080 	1080          	7.0  	13.9       	5.6     	1.234345
19                      	1012.5                 	12.8                   	67 	0.8                	226          	-113.984724	46.859841   	1085 	1085          	6.9  	13.9       	5.1     	1.233817
20                      	1011.9                 	12.8                   	67 	0.8                	224          	-113.984712	46.859845   	1090 	1090          	6.9  	13.8       	5.1     	1.233232
21                      	1011.3                 	12.7                   	67 	0.8                	223          	-113.984699	46.859848   	1095 	1095          	6.8  	13.8       	5.1     	1.232618
22                      	1010.7                 	12.7                   	67 	0.8                	221          	-113.984687	46.859852   	1100 	1100          	6.8  	13.8       	5.1     	1.232005
23                      	1010.1                 	12.7                   	67 	0.9                	220          	-113.984675	46.859856   	1106 	1105          	6.8  	13.7       	5.1     	1.231392
24                      	1009.5                 	12.6                   	68 	0.9                	219          	-113.984663	46.859859   	1111 	1111          	6.8  	13.7       	5.1     	1.230779
25                      	1008.9                 	12.6                   	68 	0.9                	218          	-113.984651	46.859863   	1116 	1116          	6.8  	13.7       	5.1     	1.230166
26                      	1008.3                 	12.6                   	68 	0.9                	216          	-113.984639	46.859866   	1121 	1121          	6.8  	13.6       	5.1     	1.229553
27                      	1007.6                 	12.5                   	68 	0.9                	216          	-113.984626	46.859870   	1126 	1126          	6.7  	13.6       	5.1     	1.228941
28                      	1007.0                 	12.5                   	68 	1.0                	215          	-113.984614	46.859874   	1131 	1131          	6.7  	13.6       	5.1     	1.228329
29                      	1006.4                 	12.5                   	68 	1.0                	214          	-113.984602	46.859877   	1136 	1136          	6.7  	13.5       	5.1     	1.227717
30                      	1005.8                 	12.4                   	68 	1.0                	213          	-113.984590	46.859881   	1141 	1141          	6.7  	13.5       	5.1     	1.227105
31                      	1005.2                 	12.4                   	68 	1.0                	215          	-113.984578	46.859885   	1146 	1146          	6.7  	13.5       	5.1     	1.226494
32                      	1004.6                 	12.4                   	68 	1.0                	216          	-113.984566	46.859888   	1151 	1151          	6.6  	13.4       	5.1     	1.225883
33                      	1004.0                 	12.3                   	68 	1.0                	218          	-113.984554	46.859892   	1156 	1156          	6.6  	13.4       	5.1     	1.225285
34                      	1003.4                 	12.3                   	68 	1.0                	219          	-113.984541	46.859896   	1162 	1162          	6.6  	13.4       	5.1     	1.224735
35                      	1002.8                 	12.3                   	68 	1.0                	221          	-113.984529	46.859899   	1167 	1167          	6.5  	13.3       	5.1     	1.224186
36                      	1002.2                 	12.2                   	68 	1.0                	223          	-113.984517	46.859903   	1172 	1172          	6.5  	13.3       	5.1     	1.223636
37                      	1001.5                 	12.2                   	68 	1.0                	225          	-113.984505	46.859907   	1177 	1177          	6.4  	13.2       	5.1     	1.223086
38                      	1000.9                 	12.1                   	68 	1.0                	227          	-113.984493	46.859910   	1182 	1182          	6.4  	13.2       	5.1     	1.222537
39                      	1000.3                 	12.1                   	68 	1.0                	228          	-113.984481	46.859914   	1187 	1187          	6.4  	13.1       	5.1     	1.221988
40                      	999.7                  	12.0                   	68 	1.0                	230          	-113.984468	46.859918   	1192 	1192          	6.3  	13.1       	5.1     	1.221439
41                      	999.1                  	12.0                   	68 	1.0                	232          	-113.984456	46.859921   	1197 	1197          	6.3  	13.0       	5.1     	1.220890
42                      	998.5                  	11.9                   	68 	1.0                	234          	-113.984444	46.859925   	1202 	1202          	6.2  	13.0       	5.1     	1.220342
43                      	997.8                  	11.9                   	68 	1.0                	236          	-113.984432	46.859928   	1207 	1207          	6.2  	12.9       	5.1     	1.219734
44                      	997.2                  	11.9                   	68 	1.0                	238          	-113.984420	46.859932   	1213 	1212          	6.1  	12.9       	5.1     	1.219126
45                      	996.5                  	11.8                   	68 	1.0                	240          	-113.984408	46.859936   	1218 	1218          	6.1  	12.8       	5.1     	1.218519
46                      	995.9                  	11.8                   	68 	1.0                	242          	-113.984391	46.859939   	1223 	1223          	6.1  	12.8       	5.7     	1.217912
47                      	995.2                  	11.7                   	68 	1.0                	244          	-113.984370	46.859943   	1229 	1229          	6.0  	12.7       	6.0     	1.217290
48                      	994.6                  	11.7                   	68 	1.0                	246          	-113.984350	46.859946   	1235 	1235          	6.0  	12.7       	6.0     	1.216664
49                      	993.9                  	11.6                   	68 	1.0                	248          	-113.984330	46.859950   	1241 	1241          	5.9  	12.6       	6.0     	1.215960
50                      	993.1                  	11.6                   	68 	1.0                	249          	-113.984309	46.859953   	1247 	1247          	5.9  	12.6       	6.0     	1.215256
51                      	992.4                  	11.6                   	68 	1.0                	251          	-113.984289	46.859957   	1254 	1253          	5.8  	12.6       	6.0     	1.214553
52                      	991.7                  	11.5                   	68 	1.0                	253          	-113.984268	46.859960   	1260 	1259          	5.8  	12.5       	6.0     	1.213850
53                      	991.0                  	11.5                   	68 	1.0                	255          	-113.984248	46.859963   	1266 	1265          	5.7  	12.5       	6.0     	1.213147
54                      	990.3                  	11.4                   	68 	1.0                	257          	-113.984228	46.859967   	1272 	1272          	5.7  	12.4       	6.0     	1.212445
55                      	989.6                  	11.4                   	68 	1.0                	259          	-113.984207	46.859970   	1278 	1278          	5.7  	12.4       	6.0     	1.211743
56                      	988.8                  	11.4                   	68 	1.0                	260          	-113.984187	46.859974   	1284 	1284          	5.6  	12.3       	6.0     	1.211041
57                      	988.1                  	11.3                   	68 	1.0                	262          	-113.984167	46.859977   	1290 	1290          	5.6  	12.3       	6.0     	1.210339
58                      	987.4                  	11.3                   	68 	1.0                	264          	-113.984146	46.859981   	1296 	1296          	5.5  	12.3       	6.0     	1.209638
59                      	986.7                  	11.2                   	68 	1.0                	265          	-113.984126	46.859984   	1302 	1302          	5.5  	12.2       	6.0     	1.208937
60                      	986.0                  	11.2                   	68 	1.0                	267          	-113.984106	46.859988   	1308 	1308          	5.4  	12.2       	6.0     	1.208237
61                      	985.3                  	11.2                   	68 	1.1                	266          	-113.984085	46.859991   	1314 	1314          	5.4  	12.1       	6.0     	1.207536
62                      	984.6                  	11.1                   	68 	1.1                	266          	-113.984065	46.859995   	1320 	1320          	5.4  	12.1       	6.0     	1.206835
63                      	983.9                  	11.1                   	68 	1.2                	266          	-113.984045	46.859998   	1326 	1326          	5.3  	12.0       	6.0     	1.206135
64                      	983.1                  	11.0                   	68 	1.3                	265          	-113.984024	46.860001   	1332 	1332          	5.3  	12.0       	6.0     	1.205435
65                      	982.4                  	11.0                   	68 	1.4                	265          	-113.984004	46.860005   	1338 	1338          	5.3  	12.0       	6.0     	1.204736
66                      	981.7                  	10.9                   	68 	1.4                	265          	-113.983984	46.860008   	1344 	1344          	5.2  	11.9       	6.0     	1.204037
67                      	981.0                  	10.9                   	68 	1.5                	265          	-113.983963	46.860012   	1350 	1350          	5.2  	11.9       	6.0     	1.203338
68                      	980.3                  	10.9                   	68 	1.6                	265          	-113.983943	46.860015   	1356 	1356          	5.1  	11.8       	6.0     	1.202639
69                      	979.6                  	10.8                   	68 	1.6                	264          	-113.983922	46.860019   	1362 	1362          	5.1  	11.8       	6.0     	1.201941
70                      	978.9                  	10.8                   	68 	1.7                	264          	-113.983902	46.860022   	1368 	1368          	5.1  	11.7       	6.0     	1.201243
71                      	978.2                  	10.7                   	68 	1.8                	264          	-113.983882	46.860026   	1374 	1374          	5.0  	11.7       	6.0     	1.200545
72                      	977.5                  	10.7                   	68 	1.9                	264          	-113.983861	46.860029   	1380 	1380          	5.0  	11.7       	6.0     	1.199848
73                      	976.8                  	10.7                   	68 	1.9                	264          	-113.983841	46.860032   	1386 	1386          	5.0  	11.6       	6.0     	1.199149
74                      	976.1                  	10.7                   	68 	2.0                	264          	-113.983821	46.860036   	1392 	1392          	4.9  	11.6       	6.0     	1.198290
75                      	975.3                  	10.7                   	67 	2.1                	264          	-113.983800	46.860039   	1398 	1398          	4.9  	11.6       	6.0     	1.197416
76                      	974.6                  	10.7                   	67 	2.1                	263          	-113.983773	46.860042   	1404 	1404          	4.9  	11.6       	6.0     	1.196543
77                      	973.9                  	10.7                   	67 	2.2                	263          	-113.983707	46.860041   	1411 	1410          	4.8  	11.6       	6.1     	1.195670
78                      	973.2                  	10.7                   	67 	2.3                	263          	-113.983640	46.860040   	1417 	1416          	4.8  	11.6       	6.1     	1.194799
79                      	972.5                  	10.7                   	67 	2.3                	263          	-113.983574	46.860039   	1423 	1423          	4.8  	11.6       	6.1     	1.193923
80                      	971.8                  	10.7                   	67 	2.4                	263          	-113.983508	46.860038   	1429 	1429          	4.8  	11.6       	6.1     	1.193048
81                      	971.1                  	10.7                   	67 	2.5                	263          	-113.983442	46.860038   	1435 	1435          	4.7  	11.6       	6.1     	1.192173
82                      	970.4                  	10.7                   	66 	2.6                	263          	-113.983376	46.860037   	1441 	1441          	4.7  	11.6       	6.1     	1.191299
83                      	969.7                  	10.7                   	66 	2.6                	263          	-113.983310	46.860036   	1447 	1447          	4.7  	11.6       	6.1     	1.190426
84                      	969.0                  	10.7                   	66 	2.7                	263          	-113.983244	46.860035   	1453 	1453          	4.6  	11.6       	6.1     	1.189553
85                      	968.3                  	10.7                   	66 	2.8                	263          	-113.983178	46.860034   	1459 	1459          	4.6  	11.6       	6.1     	1.188681
86                      	967.6                  	10.7                   	66 	2.8                	263          	-113.983111	46.860033   	1465 	1465          	4.6  	11.6       	6.1     	1.187810
87                      	966.9                  	10.7                   	66 	2.9                	263          	-113.983045	46.860032   	1471 	1471          	4.5  	11.6       	6.1     	1.187025
88                      	966.1                  	10.6                   	66 	3.0                	263          	-113.982979	46.860031   	1477 	1477          	4.5  	11.5       	6.1     	1.186339
89                      	965.4                  	10.6                   	66 	3.1                	263          	-113.982913	46.860030   	1484 	1483          	4.4  	11.5       	6.1     	1.185653
90                      	964.7                  	10.5                   	66 	3.1                	263          	-113.982847	46.860029   	1490 	1489          	4.4  	11.5       	6.1     	1.184968
91                      	964.0                  	10.5                   	66 	3.3                	264          	-113.982781	46.860028   	1496 	1496          	4.3  	11.4       	6.1     	1.184283
92                      	963.3                  	10.4                   	66 	3.4                	265          	-113.982715	46.860028   	1502 	1502          	4.3  	11.4       	6.1     	1.183598
93                      	962.6                  	10.4                   	66 	3.5                	266          	-113.982649	46.860027   	1508 	1508          	4.2  	11.3       	6.1     	1.182914
94                      	961.9                  	10.4                   	65 	3.7                	266          	-113.982582	46.860026   	1514 	1514          	4.2  	11.3       	6.1     	1.182230
95                      	961.2                  	10.3                   	65 	3.8                	267          	-113.982516	46.860025   	1520 	1520          	4.1  	11.2       	6.1     	1.181546
96                      	960.5                  	10.3                   	65 	3.9                	268          	-113.982450	46.860024   	1526 	1526          	4.1  	11.2       	6.1     	1.180863
97                      	959.8                  	10.2                   	65 	4.0                	269          	-113.982384	46.860023   	1532 	1532          	4.0  	11.1       	6.1     	1.180179
98                      	959.1                  	10.2                   	65 	4.2                	269          	-113.982318	46.860022   	1538 	1538          	4.0  	11.1       	6.1     	1.179496
99                      	958.4                  	10.1                   	65 	4.3                	270          	-113.982252	46.860021   	1544 	1544          	3.9  	11.0       	6.1     	1.178813
100                     	957.7                  	10.1                   	65 	4.5                	271          	-113.982186	46.860020   	1550 	1550          	3.9  	11.0       	6.1     	1.178131
101                     	957.0                  	10.0                   	65 	4.6                	271          	-113.982120	46.860019   	1557 	1556          	3.8  	10.9       	6.1     	1.177467
102                     	956.3                  	10.0                   	65 	4.7                	272          	-113.982053	46.860018   	1563 	1562          	3.8  	10.9       	6.1     	1.176803
103                     	955.6                  	10.0                   	65 	4.9                	272          	-113.981987	46.860018   	1569 	1569          	3.8  	10.8       	6.1     	1.176140
104                     	954.9                  	9.9                    	65 	5.0                	273          	-113.981921	46.860017   	1575 	1575          	3.7  	10.8       	6.1     	1.175478
105                     	954.2                  	9.9                    	65 	5.1                	273          	-113.981855	46.860016   	1581 	1581          	3.7  	10.8       	6.1     	1.174816
106                     	953.5                  	9.8                    	65 	5.3                	273          	-113.981789	46.860015   	1587 	1587          	3.7  	10.7       	6.1     	1.174154
107                     	952.8                  	9.8                    	65 	5.4                	274          	-113.981713	46.860014   	1593 	1593          	3.6  	10.7       	6.1     	1.173493
108                     	952.1                  	9.7                    	65 	5.5                	274          	-113.981629	46.860014   	1599 	1599          	3.6  	10.6       	6.0     	1.172832
109                     	951.4                  	9.7                    	66 	5.7                	275          	-113.981546	46.860014   	1605 	1605          	3.5  	10.6       	6.0     	1.172177
110                     	950.8                  	9.6                    	66 	5.8                	275          	-113.981462	46.860014   	1611 	1611          	3.5  	10.5       	6.0     	1.171521
111                     	950.1                  	9.6                    	66 	5.9                	275          	-113.981378	46.860013   	1617 	1617          	3.5  	10.5       	6.0     	1.170867
112                     	949.4                  	9.5                    	66 	5.9                	274          	-113.981295	46.860013   	1623 	1623          	3.4  	10.4       	6.0     	1.170212
113                     	948.7                  	9.5                    	66 	5.9                	274          	-113.981211	46.860013   	1629 	1629          	3.4  	10.4       	6.0     	1.169558
114                     	948.0                  	9.4                    	66 	6.0                	274          	-113.981128	46.860013   	1635 	1635          	3.4  	10.3       	6.0     	1.168904
115                     	947.3                  	9.4                    	66 	6.0                	274          	-113.981044	46.860012   	1641 	1641          	3.3  	10.3       	6.0     	1.168249
116                     	946.6                  	9.3                    	66 	6.0                	273          	-113.980961	46.860012   	1647 	1647          	3.3  	10.2       	6.0     	1.167595
117                     	945.9                  	9.3                    	66 	6.1                	273          	-113.980877	46.860012   	1653 	1653          	3.3  	10.2       	6.0     	1.166941
118                     	945.2                  	9.2                    	66 	6.1                	273          	-113.980793	46.860012   	1659 	1659          	3.3  	10.1       	6.0     	1.166287
119                     	944.6                  	9.2                    	66 	6.2                	273          	-113.980710	46.860012   	1665 	1665          	3.2  	10.1       	6.0     	1.165634
120                     	943.9                  	9.2                    	66 	6.2                	272          	-113.980626	46.860011   	1671 	1671          	3.2  	10.0       	6.0     	1.164981
121                     	943.2                  	9.1                    	66 	6.2                	272          	-113.980543	46.860011   	1677 	1677          	3.2  	10.0       	6.0     	1.164328
122                     	942.5                  	9.1                    	66 	6.3                	272          	-113.980459	46.860011   	1684 	1683          	3.2  	9.9        	6.0     	1.163675
123                     	941.8                  	9.0                    	67 	6.3                	272          	-113.980376	46.860011   	1690 	1689          	3.1  	9.9        	6.0     	1.163023
124                     	941.1                  	9.0                    	67 	6.3                	271          	-113.980292	46.860010   	1696 	1695          	3.1  	9.8        	6.0     	1.162371
125                     	940.4                  	8.9                    	67 	6.4                	271          	-113.980208	46.860010   	1702 	1701          	3.1  	9.8        	6.0     	1.161719
126                     	939.8                  	8.9                    	67 	6.4                	271          	-113.980125	46.860010   	1708 	1707          	3.0  	9.7        	6.0     	1.161068
127                     	939.1                  	8.8                    	67 	6.5                	271          	-113.980041	46.860010   	1714 	1713          	3.0  	9.7        	6.0     	1.160430
128                     	938.4                  	8.8                    	67 	6.5                	271          	-113.979958	46.860009   	1720 	1719          	3.0  	9.6        	6.0     	1.159812
129                     	937.7                  	8.7                    	67 	6.5                	270          	-113.979874	46.860009   	1726 	1725          	3.0  	9.6        	6.0     	1.159194
130                     	937.0                  	8.7                    	67 	6.6                	270          	-113.979791	46.860009   	1732 	1732          	3.0  	9.5        	6.0     	1.158577
131                     	936.3                  	8.6                    	68 	6.5                	270          	-113.979707	46.860009   	1738 	1738          	3.0  	9.5        	6.0     	1.157960
132                     	935.7                  	8.5                    	68 	6.5                	270          	-113.979624	46.860009   	1744 	1744          	3.0  	9.4        	6.0     	1.157343
133                     	935.0                  	8.5                    	68 	6.5                	269          	-113.979540	46.860008   	1750 	1750          	2.9  	9.3        	6.0     	1.156723
134                     	934.3                  	8.4                    	68 	6.5                	269          	-113.979456	46.860008   	1756 	1756          	2.9  	9.3        	6.0     	1.156104
135                     	933.6                  	8.4                    	68 	6.5                	269          	-113.979373	46.860008   	1762 	1762          	2.9  	9.2        	6.0     	1.155486
136                     	932.9                  	8.3                    	69 	6.4                	269          	-113.979289	46.860008   	1768 	1768          	2.9  	9.2        	6.0     	1.154867
137                     	932.2                  	8.3                    	69 	6.4                	269          	-113.979205	46.860010   	1774 	1774          	2.9  	9.1        	6.0     	1.154249
138                     	931.6                  	8.2                    	69 	6.4                	268          	-113.979120	46.860013   	1780 	1780          	2.9  	9.1        	6.1     	1.153632
139                     	930.9                  	8.2                    	69 	6.4                	268          	-113.979035	46.860017   	1786 	1786          	2.8  	9.0        	6.1     	1.153005
140                     	930.2                  	8.1                    	69 	6.4                	268          	-113.978950	46.860021   	1792 	1792          	2.8  	9.0        	6.1     	1.152379
141                     	929.5                  	8.0                    	69 	6.3                	268          	-113.978865	46.860025   	1798 	1798          	2.8  	8.9        	6.1     	1.151753
142                     	928.8                  	8.0                    	70 	6.3                	267          	-113.978779	46.860029   	1805 	1804          	2.8  	8.8        	6.1     	1.151128
143                     	928.1                  	7.9                    	70 	6.3                	267          	-113.978694	46.860032   	1811 	1810          	2.8  	8.8        	6.1     	1.150503
144                     	927.4                  	7.9                    	70 	6.3                	267          	-113.978609	46.860036   	1817 	1816          	2.8  	8.7        	6.1     	1.149878
145                     	926.8                  	7.8                    	70 	6.3                	267          	-113.978524	46.860040   	1823 	1823          	2.8  	8.7        	6.1     	1.149253
146                     	926.1                  	7.8                    	70 	6.2                	267          	-113.978439	46.860044   	1829 	1829          	2.7  	8.6        	6.1     	1.148628
147                     	925.4                  	7.7                    	71 	6.2                	266          	-113.978354	46.860048   	1835 	1835          	2.7  	8.6        	6.1     	1.148003
148                     	924.7                  	7.7                    	71 	6.2                	266          	-113.978269	46.860051   	1841 	1841          	2.7  	8.5        	6.1     	1.147379
149                     	924.0                  	7.6                    	71 	6.2                	266          	-113.978184	46.860055   	1847 	1847          	2.7  	8.5        	6.1     	1.146755
150                     	923.3                  	7.6                    	71 	6.2                	266          	-113.978099	46.860059   	1853 	1853          	2.7  	8.4        	6.1     	1.146131
151                     	922.7                  	7.5                    	71 	6.2                	266          	-113.978014	46.860063   	1860 	1859          	2.7  	8.3        	6.1     	1.145507
152                     	922.0                  	7.4                    	72 	6.2                	266          	-113.977929	46.860067   	1866 	1865          	2.7  	8.3        	6.1     	1.144884
153                     	921.3                  	7.4                    	72 	6.3                	266          	-113.977844	46.860070   	1872 	1871          	2.6  	8.2        	6.1     	1.144257
154                     	920.6                  	7.3                    	72 	6.3                	266          	-113.977758	46.860074   	1878 	1878          	2.6  	8.2        	6.1     	1.143614
155                     	919.9                  	7.3                    	72 	6.3                	266          	-113.977673	46.860078   	1884 	1884          	2.6  	8.1        	6.1     	1.142971
156                     	919.2                  	7.2                    	72 	6.4                	266          	-113.977588	46.860082   	1890 	1890          	2.5  	8.1        	6.1     	1.142329
157                     	918.6                  	7.2                    	72 	6.4                	266          	-113.977503	46.860086   	1896 	1896          	2.5  	8.0        	6.1     	1.141686
158                     	917.9                  	7.1                    	72 	6.4                	266          	-113.977418	46.860089   	1902 	1902          	2.5  	8.0        	6.1     	1.141044
159                     	917.2                  	7.1                    	72 	6.5                	266          	-113.977333	46.860093   	1908 	1908          	2.4  	7.9        	6.1     	1.140402
160                     	916.5                  	7.0                    	72 	6.5                	266          	-113.977248	46.860097   	1914 	1914          	2.4  	7.9        	6.1     	1.139760
161                     	915.8                  	7.0                    	72 	6.5                	266          	-113.977163	46.860101   	1921 	1920          	2.4  	7.8        	6.1     	1.139119
162                     	915.2                  	6.9                    	73 	6.6                	266          	-113.977078	46.860105   	1927 	1926          	2.4  	7.8        	6.1     	1.138478
163                     	914.5                  	6.9                    	73 	6.6                	266          	-113.976993	46.860108   	1933 	1932          	2.3  	7.7        	6.1     	1.137838
164                     	913.8                  	6.8                    	73 	6.6                	266          	-113.976908	46.860112   	1939 	1939          	2.3  	7.7        	6.1     	1.137198
165                     	913.1                  	6.8                    	73 	6.7                	267          	-113.976823	46.860116   	1945 	1945          	2.3  	7.6        	6.1     	1.136558
166                     	912.4                  	6.7                    	73 	6.7                	267          	-113.976738	46.860120   	1951 	1951          	2.2  	7.6        	6.1     	1.135919
167                     	911.8                  	6.7                    	73 	6.7                	267          	-113.976650	46.860123   	1957 	1957          	2.2  	7.5        	6.1     	1.135293
168                     	911.1                  	6.6                    	73 	6.8                	267          	-113.976550	46.860125   	1963 	1963          	2.1  	7.5        	6.1     	1.134673
169                     	910.4                  	6.6                    	73 	6.8                	267          	-113.976451	46.860127   	1969 	1969          	2.1  	7.4        	6.1     	1.134056
170                     	909.7                  	6.5                    	73 	6.8                	267          	-113.976351	46.860129   	1975 	1975          	2.1  	7.3        	6.1     	1.133439
171                     	909.1                  	6.5                    	73 	6.9                	267          	-113.976252	46.860130   	1982 	1981          	2.0  	7.3        	6.1     	1.132823
172                     	908.4                  	6.4                    	73 	6.9                	267          	-113.976152	46.860132   	1988 	1987          	2.0  	7.2        	6.1     	1.132207
173                     	907.7                  	6.4                    	73 	6.9                	267          	-113.976053	46.860134   	1994 	1993          	1.9  	7.2        	6.1     	1.131592
174                     	907.1                  	6.3                    	73 	7.0                	267          	-113.975953	46.860136   	2000 	1999          	1.9  	7.1        	6.1     	1.130977
175                     	906.4                  	6.2                    	73 	7.0                	267          	-113.975854	46.860138   	2006 	2005          	1.8  	7.1        	6.1     	1.130361
176                     	905.7                  	6.2                    	73 	7.0                	268          	-113.975754	46.860139   	2012 	2012          	1.8  	7.0        	6.1     	1.129745
177                     	905.0                  	6.1                    	73 	7.1                	268          	-113.975655	46.860141   	2018 	2018          	1.7  	6.9        	6.1     	1.129130
178                     	904.4                  	6.1                    	73 	7.1                	268          	-113.975555	46.860143   	2024 	2024          	1.7  	6.9        	6.1     	1.128516
179                     	903.7                  	6.0                    	73 	7.1                	268          	-113.975455	46.860145   	2030 	2030          	1.6  	6.8        	6.1     	1.127901
180                     	903.0                  	6.0                    	73 	7.2                	268          	-113.975356	46.860147   	2036 	2036          	1.6  	6.8        	6.1     	1.127274
181                     	902.4                  	5.9                    	73 	7.2                	268          	-113.975256	46.860149   	2042 	2042          	1.5  	6.7        	6.1     	1.126618
182                     	901.7                  	5.9                    	73 	7.2                	268          	-113.975157	46.860150   	2048 	2048          	1.5  	6.7        	6.1     	1.125963
183                     	901.0                  	5.8                    	73 	7.3                	269          	-113.975057	46.860152   	2054 	2054          	1.4  	6.6        	6.1     	1.125308
184                     	900.4                  	5.8                    	73 	7.3                	269          	-113.974958	46.860154   	2061 	2060          	1.3  	6.6        	6.1     	1.124654
185                     	899.7                  	5.8                    	73 	7.3                	269          	-113.974858	46.860156   	2067 	2066          	1.3  	6.5        	6.1     	1.123999
186                     	899.0                  	5.7                    	73 	7.4                	269          	-113.974759	46.860158   	2073 	2072          	1.2  	6.5        	6.1     	1.123346
187                     	898.4                  	5.7                    	73 	7.4                	269          	-113.974659	46.860159   	2079 	2078          	1.1  	6.4        	6.1     	1.122691
188                     	897.7                  	5.6                    	72 	7.4                	269          	-113.974560	46.860161   	2085 	2084          	1.1  	6.4        	6.1     	1.122038
189                     	897.0                  	5.6                    	72 	7.5                	269          	-113.974460	46.860163   	2091 	2090          	1.0  	6.3        	6.1     	1.121384
190                     	896.4                  	5.5                    	72 	7.5                	269          	-113.974360	46.860165   	2097 	2097          	0.9  	6.3        	6.1     	1.120731
191                     	895.7                  	5.5                    	72 	7.5                	269          	-113.974261	46.860167   	2103 	2103          	0.9  	6.2        	6.1     	1.120079
192                     	895.0                  	5.4                    	72 	7.6                	269          	-113.974161	46.860168   	2109 	2109          	0.8  	6.2        	6.1     	1.119427
193                     	894.4                  	5.4                    	72 	7.6                	269          	-113.974062	46.860170   	2115 	2115          	0.7  	6.2        	6.1     	1.118781
194                     	893.7                  	5.4                    	72 	7.7                	269          	-113.973962	46.860172   	2121 	2121          	0.7  	6.1        	6.1     	1.118112
195                     	893.1                  	5.3                    	72 	7.7                	269          	-113.973863	46.860174   	2127 	2127          	0.6  	6.1        	6.1     	1.117441
196                     	892.4                  	5.3                    	71 	7.8                	268          	-113.973763	46.860176   	2133 	2133          	0.5  	6.0        	6.1     	1.116769
197                     	891.7                  	5.2                    	71 	7.8                	268          	-113.973654	46.860180   	2139 	2139          	0.5  	6.0        	6.0     	1.116098
198                     	891.1                  	5.2                    	71 	7.9                	268          	-113.973539	46.860185   	2145 	2145          	0.4  	5.9        	5.9     	1.115428
