Flight Information:
Launch Date:            	                       	Wednesday, 10 June 2020	   	                   	Launch Time: 	           	17:05:54    	     	End of Ascent:	     	           	01:25:06
Station name:           	                       	                       	   	                   	Serialnumber:	           	17045707
Ground values:
Pressure:               	                       	1025.5 hPa             	   	                   	Temperature: 	           	13.9 °C     	     	Humidity:     	     	           	77 %
Wind Direction:         	                       	315 °                  	   	                   	Wind Speed:  	           	0 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 °             	   	                   	Latitude:    	           	46.860 °    	     	Altitude:     	     	           	978 m
Staff:
Company:                	                       	
Operator:               	                       	                       	   	                   	
Events:
Highest Point:          	                       	16.3 hPa               	   	                   	28998 m
Tropopauses:            	                       	1.: 225.0 hPa          	   	                   	             	           	
Max Winds:              	                       	                       	   	                   	             	           	
Remarks:

Profile Data:
Time                    	P                      	T                      	Hu 	Ws                 	Wd           	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]          	[°]        	[°]         	[m]  	[m]           	[°C] 	[°C]       	[m/s]   	[kg/m3]
3260                    	81.0                   	-55.2                  	2  	8.5                	231          	-113.489710	46.751799   	18586	18535         	-81.3	-55.2      	4.9     	0.129570
3261                    	81.0                   	-55.2                  	2  	8.4                	231          	-113.489622	46.751848   	18591	18540         	-81.3	-55.2      	4.9     	0.129459
3262                    	80.9                   	-55.2                  	2  	8.4                	232          	-113.489533	46.751896   	18596	18544         	-81.4	-55.2      	4.9     	0.129348
3263                    	80.9                   	-55.2                  	2  	8.3                	232          	-113.489445	46.751945   	18601	18549         	-81.4	-55.2      	4.9     	0.129238
3264                    	80.8                   	-55.1                  	2  	8.3                	233          	-113.489357	46.751994   	18606	18554         	-81.4	-55.1      	4.9     	0.129127
3265                    	80.7                   	-55.1                  	2  	8.2                	234          	-113.489302	46.752018   	18611	18559         	-81.4	-55.1      	5.0     	0.129010
3266                    	80.7                   	-55.1                  	2  	8.2                	234          	-113.489249	46.752040   	18616	18564         	-81.4	-55.1      	5.0     	0.128894
3267                    	80.6                   	-55.1                  	2  	8.1                	235          	-113.489196	46.752063   	18621	18569         	-81.4	-55.1      	5.0     	0.128777
3268                    	80.5                   	-55.0                  	2  	8.1                	235          	-113.489143	46.752085   	18626	18574         	-81.4	-55.0      	5.0     	0.128661
3269                    	80.5                   	-55.0                  	2  	8.0                	236          	-113.489090	46.752107   	18631	18579         	-81.4	-55.0      	5.0     	0.128545
3270                    	80.4                   	-55.0                  	2  	8.0                	237          	-113.489037	46.752129   	18636	18584         	-81.4	-55.0      	5.0     	0.128429
3271                    	80.4                   	-55.0                  	2  	7.8                	237          	-113.488984	46.752151   	18641	18589         	-81.4	-55.0      	5.0     	0.128313
3272                    	80.3                   	-54.9                  	2  	7.6                	237          	-113.488931	46.752173   	18647	18594         	-81.3	-54.9      	5.0     	0.128197
3273                    	80.2                   	-54.9                  	2  	7.5                	237          	-113.488877	46.752196   	18652	18599         	-81.3	-54.9      	5.0     	0.128081
3274                    	80.2                   	-54.9                  	2  	7.3                	237          	-113.488824	46.752218   	18657	18604         	-81.3	-54.9      	5.0     	0.127966
3275                    	80.1                   	-54.9                  	2  	7.1                	237          	-113.488771	46.752240   	18662	18609         	-81.3	-54.9      	5.0     	0.127850
3276                    	80.0                   	-54.8                  	2  	6.9                	237          	-113.488718	46.752262   	18667	18614         	-81.3	-54.8      	5.0     	0.127735
3277                    	80.0                   	-54.8                  	2  	6.7                	237          	-113.488665	46.752284   	18672	18619         	-81.3	-54.8      	5.0     	0.127620
3278                    	79.9                   	-54.8                  	2  	6.6                	237          	-113.488612	46.752307   	18677	18624         	-81.3	-54.8      	5.0     	0.127507
3279                    	79.8                   	-54.8                  	2  	6.4                	237          	-113.488559	46.752329   	18682	18629         	-81.2	-54.8      	5.0     	0.127396
3280                    	79.8                   	-54.7                  	2  	6.2                	237          	-113.488506	46.752351   	18687	18634         	-81.2	-54.7      	5.0     	0.127284
3281                    	79.7                   	-54.7                  	2  	6.0                	237          	-113.488453	46.752373   	18692	18639         	-81.2	-54.7      	5.0     	0.127173
3282                    	79.7                   	-54.7                  	2  	5.8                	237          	-113.488400	46.752395   	18697	18644         	-81.2	-54.7      	5.0     	0.127061
3283                    	79.6                   	-54.7                  	2  	5.7                	237          	-113.488347	46.752418   	18702	18649         	-81.2	-54.7      	5.0     	0.126950
3284                    	79.5                   	-54.7                  	2  	5.5                	238          	-113.488294	46.752440   	18707	18654         	-81.2	-54.7      	5.0     	0.126839
3285                    	79.5                   	-54.6                  	2  	5.3                	238          	-113.488241	46.752462   	18712	18660         	-81.2	-54.6      	5.0     	0.126728
3286                    	79.4                   	-54.6                  	2  	5.1                	238          	-113.488188	46.752484   	18717	18665         	-81.2	-54.6      	5.0     	0.126617
3287                    	79.3                   	-54.6                  	2  	4.9                	238          	-113.488135	46.752506   	18722	18670         	-81.1	-54.6      	5.0     	0.126506
3288                    	79.3                   	-54.6                  	2  	4.8                	238          	-113.488081	46.752528   	18727	18675         	-81.1	-54.6      	5.0     	0.126396
3289                    	79.2                   	-54.6                  	2  	4.6                	238          	-113.488028	46.752551   	18732	18680         	-81.1	-54.6      	5.0     	0.126285
3290                    	79.2                   	-54.5                  	2  	4.4                	238          	-113.487975	46.752573   	18737	18685         	-81.1	-54.5      	5.0     	0.126175
3291                    	79.1                   	-54.5                  	2  	4.3                	239          	-113.487922	46.752595   	18742	18690         	-81.1	-54.5      	5.0     	0.126067
3292                    	79.0                   	-54.5                  	2  	4.2                	239          	-113.487869	46.752617   	18747	18695         	-81.1	-54.5      	5.0     	0.125962
3293                    	79.0                   	-54.5                  	2  	4.2                	239          	-113.487816	46.752639   	18752	18700         	-81.1	-54.5      	5.0     	0.125857
3294                    	78.9                   	-54.5                  	2  	4.1                	239          	-113.487763	46.752662   	18757	18705         	-81.1	-54.5      	5.0     	0.125752
3295                    	78.9                   	-54.5                  	2  	4.0                	240          	-113.487710	46.752684   	18762	18710         	-81.1	-54.5      	5.0     	0.125649
3296                    	78.8                   	-54.5                  	2  	3.9                	240          	-113.487687	46.752694   	18767	18715         	-81.1	-54.5      	5.0     	0.125545
3297                    	78.7                   	-54.5                  	2  	3.9                	241          	-113.487664	46.752703   	18772	18719         	-81.0	-54.5      	5.0     	0.125442
3298                    	78.7                   	-54.4                  	2  	3.8                	241          	-113.487642	46.752712   	18777	18724         	-81.0	-54.4      	5.0     	0.125339
3299                    	78.6                   	-54.4                  	2  	3.7                	241          	-113.487620	46.752721   	18782	18729         	-81.0	-54.4      	5.0     	0.125236
3300                    	78.6                   	-54.4                  	2  	3.6                	242          	-113.487598	46.752731   	18787	18734         	-81.0	-54.4      	5.0     	0.125133
3301                    	78.5                   	-54.4                  	2  	3.6                	242          	-113.487575	46.752740   	18792	18739         	-81.0	-54.4      	5.0     	0.125031
3302                    	78.4                   	-54.4                  	2  	3.5                	243          	-113.487553	46.752749   	18797	18744         	-81.0	-54.4      	5.0     	0.124928
3303                    	78.4                   	-54.4                  	2  	3.4                	243          	-113.487531	46.752759   	18802	18749         	-81.0	-54.4      	5.0     	0.124826
3304                    	78.3                   	-54.4                  	2  	3.3                	244          	-113.487509	46.752768   	18807	18754         	-80.9	-54.4      	5.0     	0.124724
3305                    	78.2                   	-54.4                  	2  	3.3                	244          	-113.487486	46.752777   	18812	18759         	-80.9	-54.4      	5.0     	0.124627
3306                    	78.2                   	-54.4                  	2  	3.2                	245          	-113.487464	46.752787   	18817	18764         	-80.9	-54.4      	5.0     	0.124530
3307                    	78.1                   	-54.4                  	2  	3.1                	245          	-113.487442	46.752796   	18822	18769         	-80.9	-54.4      	5.0     	0.124434
3308                    	78.1                   	-54.4                  	2  	3.0                	246          	-113.487420	46.752805   	18827	18774         	-80.9	-54.4      	5.0     	0.124337
3309                    	78.0                   	-54.4                  	2  	3.0                	247          	-113.487398	46.752814   	18832	18779         	-80.9	-54.4      	5.0     	0.124241
3310                    	77.9                   	-54.4                  	2  	2.9                	247          	-113.487375	46.752824   	18837	18784         	-80.9	-54.4      	5.0     	0.124144
3311                    	77.9                   	-54.4                  	2  	2.8                	246          	-113.487353	46.752833   	18842	18789         	-80.9	-54.4      	5.0     	0.124048
3312                    	77.8                   	-54.4                  	2  	2.7                	245          	-113.487331	46.752842   	18847	18793         	-80.9	-54.4      	5.0     	0.123952
3313                    	77.8                   	-54.4                  	2  	2.7                	245          	-113.487309	46.752852   	18852	18798         	-80.9	-54.4      	5.0     	0.123856
3314                    	77.7                   	-54.4                  	2  	2.6                	244          	-113.487286	46.752861   	18857	18803         	-80.9	-54.4      	5.0     	0.123760
3315                    	77.6                   	-54.4                  	2  	2.5                	243          	-113.487264	46.752870   	18862	18808         	-80.9	-54.4      	5.0     	0.123664
3316                    	77.6                   	-54.4                  	2  	2.4                	241          	-113.487242	46.752879   	18867	18813         	-80.8	-54.4      	5.0     	0.123568
3317                    	77.5                   	-54.4                  	2  	2.3                	240          	-113.487220	46.752889   	18872	18818         	-80.8	-54.4      	5.0     	0.123472
3318                    	77.5                   	-54.4                  	2  	2.2                	239          	-113.487198	46.752898   	18877	18823         	-80.8	-54.4      	5.0     	0.123382
3319                    	77.4                   	-54.4                  	2  	2.2                	237          	-113.487175	46.752907   	18882	18828         	-80.9	-54.4      	5.0     	0.123299
3320                    	77.4                   	-54.4                  	2  	2.1                	236          	-113.487153	46.752917   	18886	18833         	-80.9	-54.4      	5.0     	0.123216
3321                    	77.3                   	-54.4                  	2  	2.0                	234          	-113.487131	46.752926   	18891	18838         	-80.9	-54.4      	5.0     	0.123133
3322                    	77.2                   	-54.5                  	2  	1.9                	232          	-113.487109	46.752935   	18896	18843         	-80.9	-54.5      	5.0     	0.123050
3323                    	77.2                   	-54.5                  	2  	1.8                	230          	-113.487086	46.752944   	18901	18848         	-80.9	-54.5      	5.0     	0.122967
3324                    	77.1                   	-54.5                  	2  	1.8                	228          	-113.487068	46.752956   	18906	18853         	-80.9	-54.5      	5.0     	0.122884
3325                    	77.0                   	-54.5                  	2  	1.7                	225          	-113.487077	46.752982   	18912	18858         	-80.9	-54.5      	5.3     	0.122794
3326                    	77.0                   	-54.5                  	2  	1.6                	223          	-113.487086	46.753009   	18917	18863         	-80.9	-54.5      	5.3     	0.122704
3327                    	76.9                   	-54.6                  	2  	1.5                	220          	-113.487095	46.753035   	18922	18869         	-80.9	-54.6      	5.3     	0.122614
3328                    	76.9                   	-54.6                  	2  	1.4                	217          	-113.487104	46.753062   	18928	18874         	-80.9	-54.6      	5.3     	0.122524
3329                    	76.8                   	-54.6                  	2  	1.4                	213          	-113.487113	46.753088   	18933	18879         	-80.9	-54.6      	5.3     	0.122434
3330                    	76.7                   	-54.6                  	2  	1.3                	209          	-113.487122	46.753115   	18938	18884         	-80.9	-54.6      	5.3     	0.122345
3331                    	76.7                   	-54.6                  	2  	1.4                	203          	-113.487131	46.753141   	18944	18890         	-81.0	-54.6      	5.3     	0.122255
3332                    	76.6                   	-54.7                  	2  	1.5                	197          	-113.487141	46.753168   	18949	18895         	-81.0	-54.7      	5.3     	0.122168
3333                    	76.5                   	-54.7                  	2  	1.6                	192          	-113.487150	46.753194   	18954	18900         	-81.0	-54.7      	5.3     	0.122080
3334                    	76.5                   	-54.7                  	2  	1.7                	187          	-113.487159	46.753221   	18960	18906         	-81.0	-54.7      	5.3     	0.121993
3335                    	76.4                   	-54.7                  	2  	1.8                	183          	-113.487168	46.753247   	18965	18911         	-81.0	-54.7      	5.3     	0.121905
3336                    	76.4                   	-54.8                  	2  	1.9                	179          	-113.487177	46.753274   	18970	18916         	-81.0	-54.8      	5.3     	0.121818
3337                    	76.3                   	-54.8                  	2  	2.1                	176          	-113.487186	46.753300   	18976	18922         	-81.0	-54.8      	5.3     	0.121731
3338                    	76.2                   	-54.8                  	2  	2.2                	173          	-113.487195	46.753327   	18981	18927         	-81.0	-54.8      	5.3     	0.121644
3339                    	76.2                   	-54.8                  	2  	2.3                	171          	-113.487204	46.753353   	18986	18932         	-81.0	-54.8      	5.3     	0.121557
3340                    	76.1                   	-54.9                  	2  	2.4                	168          	-113.487214	46.753380   	18992	18937         	-81.1	-54.9      	5.3     	0.121470
3341                    	76.0                   	-54.9                  	2  	2.5                	166          	-113.487223	46.753406   	18997	18943         	-81.1	-54.9      	5.3     	0.121383
3342                    	76.0                   	-54.9                  	2  	2.6                	164          	-113.487232	46.753433   	19002	18948         	-81.1	-54.9      	5.3     	0.121296
3343                    	75.9                   	-54.9                  	2  	2.7                	162          	-113.487241	46.753459   	19008	18953         	-81.1	-54.9      	5.3     	0.121209
3344                    	75.8                   	-55.0                  	2  	2.8                	161          	-113.487250	46.753486   	19013	18959         	-81.1	-55.0      	5.3     	0.121122
3345                    	75.8                   	-55.0                  	2  	2.9                	160          	-113.487259	46.753512   	19018	18964         	-81.1	-55.0      	5.3     	0.121032
3346                    	75.7                   	-55.0                  	2  	3.0                	158          	-113.487268	46.753539   	19024	18969         	-81.1	-55.0      	5.3     	0.120938
3347                    	75.7                   	-55.0                  	2  	3.2                	157          	-113.487277	46.753565   	19029	18974         	-81.1	-55.0      	5.3     	0.120843
3348                    	75.6                   	-55.0                  	2  	3.3                	156          	-113.487287	46.753591   	19034	18980         	-81.1	-55.0      	5.3     	0.120749
3349                    	75.5                   	-55.0                  	2  	3.3                	155          	-113.487296	46.753618   	19040	18985         	-81.1	-55.0      	5.3     	0.120655
3350                    	75.5                   	-55.0                  	2  	3.5                	154          	-113.487305	46.753644   	19045	18990         	-81.1	-55.0      	5.3     	0.120561
3351                    	75.4                   	-55.0                  	2  	3.5                	156          	-113.487314	46.753671   	19050	18996         	-81.1	-55.0      	5.3     	0.120467
3352                    	75.3                   	-55.1                  	2  	3.6                	157          	-113.487323	46.753697   	19056	19001         	-81.1	-55.1      	5.3     	0.120373
3353                    	75.3                   	-55.1                  	2  	3.7                	159          	-113.487332	46.753724   	19061	19006         	-81.1	-55.1      	5.3     	0.120279
3354                    	75.2                   	-55.1                  	2  	3.8                	160          	-113.487341	46.753750   	19066	19012         	-81.1	-55.1      	5.3     	0.120185
3355                    	75.2                   	-55.1                  	2  	3.8                	161          	-113.487350	46.753777   	19072	19017         	-81.1	-55.1      	5.3     	0.120093
3356                    	75.1                   	-55.1                  	2  	3.9                	163          	-113.487359	46.753803   	19077	19022         	-81.2	-55.1      	5.3     	0.120001
3357                    	75.0                   	-55.1                  	2  	4.0                	164          	-113.487373	46.753847   	19082	19027         	-81.2	-55.1      	5.3     	0.119909
3358                    	75.0                   	-55.1                  	2  	4.0                	165          	-113.487391	46.753905   	19087	19033         	-81.2	-55.1      	5.2     	0.119816
3359                    	74.9                   	-55.1                  	2  	4.1                	166          	-113.487409	46.753962   	19093	19038         	-81.2	-55.1      	5.1     	0.119720
3360                    	74.9                   	-55.1                  	2  	4.2                	167          	-113.487427	46.754020   	19098	19043         	-81.2	-55.1      	5.1     	0.119623
3361                    	74.8                   	-55.1                  	2  	4.2                	168          	-113.487445	46.754078   	19103	19048         	-81.2	-55.1      	5.1     	0.119529
3362                    	74.7                   	-55.1                  	2  	4.3                	169          	-113.487463	46.754136   	19108	19053         	-81.2	-55.1      	5.1     	0.119434
3363                    	74.7                   	-55.1                  	2  	4.4                	170          	-113.487481	46.754194   	19113	19058         	-81.2	-55.1      	5.1     	0.119340
3364                    	74.6                   	-55.1                  	2  	4.4                	171          	-113.487499	46.754252   	19118	19063         	-81.2	-55.1      	5.1     	0.119245
3365                    	74.6                   	-55.1                  	2  	4.5                	172          	-113.487517	46.754310   	19123	19068         	-81.2	-55.1      	5.1     	0.119151
3366                    	74.5                   	-55.1                  	2  	4.5                	173          	-113.487535	46.754367   	19128	19073         	-81.2	-55.1      	5.1     	0.119057
3367                    	74.4                   	-55.1                  	2  	4.6                	174          	-113.487553	46.754425   	19134	19079         	-81.2	-55.1      	5.1     	0.118963
3368                    	74.4                   	-55.1                  	2  	4.7                	175          	-113.487571	46.754483   	19139	19084         	-81.3	-55.1      	5.1     	0.118868
3369                    	74.3                   	-55.1                  	2  	4.8                	176          	-113.487589	46.754541   	19144	19089         	-81.3	-55.1      	5.1     	0.118774
3370                    	74.3                   	-55.1                  	2  	4.8                	177          	-113.487607	46.754599   	19149	19094         	-81.3	-55.1      	5.1     	0.118680
3371                    	74.2                   	-55.1                  	2  	5.0                	176          	-113.487625	46.754657   	19154	19099         	-81.3	-55.1      	5.1     	0.118586
3372                    	74.1                   	-55.1                  	2  	5.1                	175          	-113.487643	46.754715   	19159	19104         	-81.3	-55.1      	5.1     	0.118486
3373                    	74.1                   	-55.1                  	2  	5.2                	174          	-113.487661	46.754773   	19164	19109         	-81.3	-55.1      	5.1     	0.118385
3374                    	74.0                   	-55.1                  	2  	5.3                	174          	-113.487679	46.754830   	19170	19114         	-81.3	-55.1      	5.1     	0.118283
3375                    	74.0                   	-55.1                  	2  	5.5                	173          	-113.487697	46.754888   	19175	19119         	-81.3	-55.1      	5.1     	0.118182
3376                    	73.9                   	-55.1                  	2  	5.6                	173          	-113.487715	46.754946   	19180	19125         	-81.3	-55.1      	5.1     	0.118080
3377                    	73.8                   	-55.1                  	2  	5.7                	172          	-113.487733	46.755004   	19185	19130         	-81.4	-55.1      	5.1     	0.117979
3378                    	73.8                   	-55.1                  	2  	5.9                	172          	-113.487751	46.755062   	19190	19135         	-81.4	-55.1      	5.1     	0.117878
3379                    	73.7                   	-55.1                  	2  	6.0                	171          	-113.487769	46.755120   	19195	19140         	-81.4	-55.1      	5.1     	0.117777
3380                    	73.7                   	-55.0                  	2  	6.1                	171          	-113.487787	46.755178   	19200	19145         	-81.3	-55.0      	5.1     	0.117676
3381                    	73.6                   	-55.0                  	2  	6.2                	170          	-113.487805	46.755236   	19206	19150         	-81.3	-55.0      	5.1     	0.117575
3382                    	73.5                   	-55.0                  	2  	6.4                	170          	-113.487823	46.755293   	19211	19155         	-81.3	-55.0      	5.1     	0.117474
3383                    	73.5                   	-55.0                  	2  	6.5                	169          	-113.487841	46.755351   	19216	19160         	-81.3	-55.0      	5.1     	0.117374
3384                    	73.4                   	-55.0                  	2  	6.6                	169          	-113.487859	46.755409   	19221	19165         	-81.3	-55.0      	5.1     	0.117273
3385                    	73.4                   	-55.0                  	2  	6.8                	168          	-113.487877	46.755467   	19226	19171         	-81.3	-55.0      	5.1     	0.117172
3386                    	73.3                   	-55.0                  	2  	6.9                	168          	-113.487895	46.755525   	19231	19176         	-81.3	-55.0      	5.1     	0.117069
3387                    	73.3                   	-54.9                  	2  	7.0                	168          	-113.487913	46.755583   	19236	19181         	-81.3	-54.9      	5.1     	0.116966
3388                    	73.2                   	-54.9                  	2  	7.2                	167          	-113.487934	46.755652   	19241	19186         	-81.3	-54.9      	5.0     	0.116863
3389                    	73.1                   	-54.9                  	2  	7.3                	167          	-113.487955	46.755721   	19246	19191         	-81.3	-54.9      	5.0     	0.116761
3390                    	73.1                   	-54.9                  	2  	7.4                	167          	-113.487976	46.755790   	19252	19196         	-81.2	-54.9      	5.0     	0.116658
3391                    	73.0                   	-54.9                  	2  	7.5                	167          	-113.487997	46.755860   	19257	19201         	-81.2	-54.9      	5.0     	0.116556
3392                    	73.0                   	-54.8                  	2  	7.5                	167          	-113.488018	46.755929   	19262	19206         	-81.2	-54.8      	5.0     	0.116455
3393                    	72.9                   	-54.8                  	2  	7.6                	167          	-113.488039	46.755998   	19267	19211         	-81.2	-54.8      	5.0     	0.116353
3394                    	72.8                   	-54.8                  	2  	7.6                	167          	-113.488060	46.756067   	19272	19216         	-81.2	-54.8      	5.0     	0.116252
3395                    	72.8                   	-54.8                  	2  	7.7                	166          	-113.488081	46.756137   	19277	19221         	-81.2	-54.8      	5.0     	0.116151
3396                    	72.7                   	-54.8                  	2  	7.8                	166          	-113.488102	46.756206   	19282	19226         	-81.1	-54.8      	5.0     	0.116049
3397                    	72.7                   	-54.7                  	2  	7.8                	166          	-113.488123	46.756275   	19287	19231         	-81.1	-54.7      	5.0     	0.115948
3398                    	72.6                   	-54.7                  	2  	7.9                	166          	-113.488144	46.756344   	19292	19236         	-81.1	-54.7      	5.0     	0.115847
3399                    	72.6                   	-54.7                  	2  	7.9                	166          	-113.488165	46.756414   	19297	19241         	-81.1	-54.7      	5.0     	0.115752
3400                    	72.5                   	-54.7                  	2  	8.0                	166          	-113.488186	46.756483   	19302	19246         	-81.1	-54.7      	5.0     	0.115657
3401                    	72.5                   	-54.7                  	2  	8.0                	166          	-113.488207	46.756552   	19307	19251         	-81.1	-54.7      	5.0     	0.115562
3402                    	72.4                   	-54.7                  	2  	8.1                	166          	-113.488228	46.756621   	19312	19256         	-81.1	-54.7      	5.0     	0.115468
3403                    	72.3                   	-54.7                  	2  	8.1                	166          	-113.488249	46.756691   	19317	19261         	-81.0	-54.7      	5.0     	0.115373
3404                    	72.3                   	-54.7                  	2  	8.2                	166          	-113.488270	46.756760   	19322	19266         	-81.0	-54.7      	5.0     	0.115278
3405                    	72.2                   	-54.7                  	2  	8.2                	166          	-113.488291	46.756829   	19327	19271         	-81.0	-54.7      	5.0     	0.115184
3406                    	72.2                   	-54.7                  	2  	8.3                	166          	-113.488312	46.756898   	19332	19276         	-81.0	-54.7      	5.0     	0.115090
3407                    	72.1                   	-54.7                  	2  	8.3                	166          	-113.488333	46.756968   	19337	19281         	-81.0	-54.7      	5.0     	0.114995
3408                    	72.1                   	-54.6                  	2  	8.4                	166          	-113.488354	46.757037   	19342	19286         	-81.0	-54.6      	5.0     	0.114901
3409                    	72.0                   	-54.6                  	2  	8.4                	166          	-113.488375	46.757106   	19347	19291         	-80.9	-54.6      	5.0     	0.114807
3410                    	71.9                   	-54.6                  	2  	8.5                	166          	-113.488396	46.757175   	19352	19296         	-80.9	-54.6      	5.0     	0.114713
3411                    	71.9                   	-54.6                  	2  	8.4                	167          	-113.488417	46.757245   	19357	19301         	-80.9	-54.6      	5.0     	0.114619
3412                    	71.8                   	-54.6                  	2  	8.3                	167          	-113.488438	46.757314   	19362	19306         	-80.9	-54.6      	5.0     	0.114527
3413                    	71.8                   	-54.6                  	2  	8.2                	168          	-113.488459	46.757383   	19368	19311         	-80.9	-54.6      	5.0     	0.114437
3414                    	71.7                   	-54.6                  	2  	8.1                	168          	-113.488480	46.757452   	19373	19316         	-80.8	-54.6      	5.0     	0.114348
3415                    	71.7                   	-54.6                  	2  	8.0                	169          	-113.488501	46.757522   	19378	19321         	-80.8	-54.6      	5.0     	0.114256
3416                    	71.6                   	-54.6                  	2  	7.8                	169          	-113.488522	46.757591   	19383	19326         	-80.8	-54.6      	5.1     	0.114165
3417                    	71.5                   	-54.6                  	2  	7.7                	170          	-113.488543	46.757660   	19388	19331         	-80.8	-54.6      	5.2     	0.114073
3418                    	71.5                   	-54.6                  	2  	7.6                	170          	-113.488533	46.757713   	19393	19337         	-80.8	-54.6      	5.2     	0.113982
3419                    	71.4                   	-54.6                  	2  	7.5                	171          	-113.488518	46.757765   	19398	19342         	-80.8	-54.6      	5.2     	0.113891
3420                    	71.4                   	-54.6                  	2  	7.4                	172          	-113.488503	46.757816   	19403	19347         	-80.8	-54.6      	5.2     	0.113799
3421                    	71.3                   	-54.6                  	2  	7.3                	172          	-113.488488	46.757867   	19409	19352         	-80.8	-54.6      	5.2     	0.113707
3422                    	71.3                   	-54.6                  	2  	7.2                	173          	-113.488473	46.757918   	19414	19357         	-80.8	-54.6      	5.2     	0.113616
3423                    	71.2                   	-54.6                  	2  	7.1                	173          	-113.488458	46.757970   	19419	19362         	-80.8	-54.6      	5.2     	0.113524
3424                    	71.1                   	-54.6                  	2  	7.0                	174          	-113.488443	46.758021   	19424	19368         	-80.8	-54.6      	5.2     	0.113432
3425                    	71.1                   	-54.6                  	2  	6.9                	175          	-113.488428	46.758072   	19430	19373         	-80.8	-54.6      	5.2     	0.113340
3426                    	71.0                   	-54.6                  	2  	6.8                	175          	-113.488414	46.758123   	19435	19378         	-80.8	-54.6      	5.2     	0.113253
3427                    	71.0                   	-54.6                  	2  	6.7                	176          	-113.488399	46.758175   	19440	19383         	-80.8	-54.6      	5.2     	0.113165
3428                    	70.9                   	-54.6                  	2  	6.6                	177          	-113.488384	46.758226   	19445	19388         	-80.8	-54.6      	5.2     	0.113077
3429                    	70.9                   	-54.6                  	2  	6.6                	178          	-113.488369	46.758277   	19450	19393         	-80.8	-54.6      	5.2     	0.112990
3430                    	70.8                   	-54.7                  	2  	6.5                	178          	-113.488354	46.758328   	19456	19399         	-80.8	-54.7      	5.2     	0.112902
3431                    	70.7                   	-54.7                  	2  	6.4                	179          	-113.488339	46.758380   	19461	19404         	-80.8	-54.7      	5.2     	0.112815
3432                    	70.7                   	-54.7                  	2  	6.3                	180          	-113.488324	46.758431   	19466	19409         	-80.8	-54.7      	5.2     	0.112727
3433                    	70.6                   	-54.7                  	2  	6.3                	181          	-113.488309	46.758482   	19471	19414         	-80.8	-54.7      	5.2     	0.112640
3434                    	70.6                   	-54.7                  	2  	6.2                	182          	-113.488294	46.758533   	19476	19419         	-80.8	-54.7      	5.2     	0.112553
3435                    	70.5                   	-54.7                  	2  	6.2                	183          	-113.488280	46.758584   	19482	19424         	-80.8	-54.7      	5.2     	0.112466
3436                    	70.5                   	-54.7                  	2  	6.2                	183          	-113.488265	46.758636   	19487	19430         	-80.8	-54.7      	5.2     	0.112379
3437                    	70.4                   	-54.7                  	2  	6.1                	184          	-113.488250	46.758687   	19492	19435         	-80.8	-54.7      	5.2     	0.112292
3438                    	70.3                   	-54.7                  	2  	6.1                	185          	-113.488235	46.758738   	19497	19440         	-80.8	-54.7      	5.2     	0.112205
3439                    	70.3                   	-54.7                  	2  	6.0                	186          	-113.488220	46.758789   	19502	19445         	-80.8	-54.7      	5.2     	0.112118
3440                    	70.2                   	-54.7                  	2  	6.0                	187          	-113.488205	46.758841   	19508	19450         	-80.8	-54.7      	5.2     	0.112030
3441                    	70.2                   	-54.7                  	2  	5.9                	188          	-113.488190	46.758892   	19513	19455         	-80.8	-54.7      	5.2     	0.111943
3442                    	70.1                   	-54.7                  	2  	5.9                	189          	-113.488175	46.758943   	19518	19461         	-80.8	-54.7      	5.2     	0.111856
3443                    	70.1                   	-54.7                  	2  	5.8                	190          	-113.488160	46.758994   	19523	19466         	-80.8	-54.7      	5.2     	0.111769
3444                    	70.0                   	-54.8                  	2  	5.8                	191          	-113.488145	46.759046   	19528	19471         	-80.8	-54.8      	5.2     	0.111683
3445                    	69.9                   	-54.8                  	2  	5.7                	192          	-113.488131	46.759097   	19534	19476         	-80.8	-54.8      	5.2     	0.111592
3446                    	69.9                   	-54.8                  	2  	5.6                	193          	-113.488116	46.759148   	19539	19482         	-80.8	-54.8      	5.5     	0.111500
3447                    	69.8                   	-54.8                  	2  	5.6                	194          	-113.488101	46.759199   	19545	19487         	-80.8	-54.8      	5.5     	0.111410
3448                    	69.8                   	-54.8                  	2  	5.6                	195          	-113.488065	46.759230   	19550	19493         	-80.8	-54.8      	5.5     	0.111319
3449                    	69.7                   	-54.8                  	2  	5.5                	196          	-113.488025	46.759256   	19556	19498         	-80.8	-54.8      	5.5     	0.111228
3450                    	69.6                   	-54.8                  	2  	5.5                	197          	-113.487985	46.759282   	19561	19503         	-80.8	-54.8      	5.5     	0.111137
3451                    	69.6                   	-54.8                  	2  	5.4                	199          	-113.487944	46.759309   	19567	19509         	-80.8	-54.8      	5.5     	0.111046
3452                    	69.5                   	-54.8                  	2  	5.4                	200          	-113.487904	46.759335   	19572	19514         	-80.8	-54.8      	5.5     	0.110951
3453                    	69.5                   	-54.8                  	2  	5.4                	201          	-113.487863	46.759361   	19578	19520         	-80.8	-54.8      	5.5     	0.110854
