Flight Information:
Launch Date:            	     	                       	Tuesday, 02 July 2019	     	                   	          	Launch Time:    	     	             	22:35:39  	          	        	End of Ascent:	     	         	00:53:32
Station name:           	     	                       	                     	     	                   	          	Number of sonde:	     	             	19002086
Ground values:
Pressure:               	     	                       	874.4 hPa            	     	                   	          	Temperature:    	     	             	16.4 ?C   	          	        	Humidity:     	     	         	12 %
Wind Direction:         	     	                       	235 ?                	     	                   	          	Wind Speed:     	     	             	3 m/s     	          	        	Cloud group:  	     	         	9////
Position:
Longitude:              	     	                       	-71.063 ?            	     	                   	          	Latitude:       	     	             	-30.250 ? 	          	        	Altitude:     	     	         	1283 m
Staff:
Company:                	     	                       	
Operator:               	     	                       	                     	     	                   	          	
Events:
Highest Point:          	     	                       	58.1 hPa             	     	                   	          	19661 m
Tropopauses:            	     	                       	1.: 160.7 hPa        	     	                   	          	                	     	             	
Max Winds:              	     	                       	1.: 145.8 hPa        	     	                   	          	2.: 83.1 hPa    	     	             	
Remarks:

Profile Data:
Time                    	P    	T                      	Hu                   	Ws   	Wd                 	Long.     	Lat.            	Alt  	Geopot       	MRI       	RI        	Dewp.   	Virt. Temp    	Rs   	Elevation	Azimuth 	Range	D
[sec]                   	[hPa]	[?C]                   	[%]                  	[m/s]	[?]                	[?]       	[?]             	[m]  	[m]          	          	          	[?C]    	[?C]          	[m/s]	[?]      	[?]     	[m]  	[kg/m3]
0                       	874.4	16.4                   	12                   	2.5  	235                	-71.063100	-30.250400      	1283 	1283         	436.306   	234.875   	-13.0   	16.7          	0.0  	0.9      	226     	12   	1.052215
1                       	873.4	16.4                   	12                   	2.6  	232                	-71.063087	-30.250350      	1289 	1289         	436.973   	234.616   	-12.9   	16.7          	5.9  	38.8     	250     	10   	1.051043
2                       	872.5	16.4                   	12                   	2.6  	229                	-71.063074	-30.250299      	1295 	1295         	437.641   	234.357   	-12.9   	16.7          	5.9  	61.2     	297     	14   	1.049872
3                       	871.5	16.4                   	12                   	2.7  	227                	-71.063062	-30.250249      	1301 	1300         	438.324   	234.099   	-12.8   	16.7          	5.9  	61.6     	332     	20   	1.048702
4                       	870.5	16.4                   	12                   	2.8  	224                	-71.063049	-30.250199      	1307 	1306         	438.992   	233.840   	-12.8   	16.7          	5.9  	58.7     	346     	28   	1.047533
5                       	869.6	16.4                   	12                   	2.8  	221                	-71.063036	-30.250149      	1313 	1312         	439.661   	233.583   	-12.7   	16.7          	5.9  	56.4     	354     	36   	1.046366
6                       	868.6	16.4                   	12                   	2.9  	219                	-71.063023	-30.250098      	1319 	1318         	440.329   	233.325   	-12.7   	16.7          	5.9  	54.7     	358     	44   	1.045200
7                       	867.8	16.4                   	12                   	3.0  	216                	-71.063010	-30.250048      	1325 	1324         	441.060   	233.114   	-12.6   	16.7          	5.9  	53.5     	001     	52   	1.044243
8                       	867.4	16.4                   	12                   	3.1  	214                	-71.062997	-30.249998      	1330 	1329         	441.865   	232.992   	-12.7   	16.7          	5.9  	52.5     	002     	60   	1.043703
9                       	866.9	16.4                   	12                   	3.1  	212                	-71.062985	-30.249948      	1336 	1335         	442.669   	232.870   	-12.7   	16.7          	5.9  	51.8     	004     	68   	1.043163
10                      	866.4	16.4                   	12                   	3.2  	209                	-71.062972	-30.249897      	1342 	1341         	443.474   	232.748   	-12.8   	16.7          	5.9  	51.2     	005     	76   	1.042623
11                      	865.9	16.4                   	12                   	3.3  	207                	-71.062959	-30.249847      	1348 	1347         	444.293   	232.626   	-12.8   	16.7          	5.9  	50.8     	006     	84   	1.042077
12                      	865.4	16.4                   	12                   	3.3  	205                	-71.062946	-30.249797      	1354 	1353         	445.087   	232.493   	-12.8   	16.7          	5.9  	50.4     	006     	93   	1.041490
13                      	864.9	16.4                   	12                   	3.4  	203                	-71.062933	-30.249747      	1360 	1358         	445.881   	232.361   	-12.9   	16.6          	5.9  	50.0     	007     	101  	1.040903
14                      	864.4	16.3                   	12                   	3.5  	201                	-71.062920	-30.249696      	1366 	1364         	446.675   	232.229   	-12.9   	16.6          	5.9  	49.7     	007     	109  	1.040317
15                      	863.8	16.3                   	12                   	3.5  	200                	-71.062908	-30.249646      	1372 	1370         	447.470   	232.097   	-13.0   	16.6          	5.9  	49.5     	008     	117  	1.039730
16                      	863.3	16.3                   	12                   	3.6  	198                	-71.062902	-30.249607      	1378 	1376         	448.278   	231.963   	-13.0   	16.6          	5.9  	49.7     	008     	124  	1.039138
17                      	862.8	16.3                   	12                   	3.7  	196                	-71.062899	-30.249571      	1384 	1382         	449.065   	231.824   	-13.1   	16.6          	5.9  	50.1     	007     	132  	1.038518
18                      	862.2	16.3                   	12                   	3.7  	195                	-71.062895	-30.249535      	1389 	1387         	449.757   	231.684   	-13.1   	16.6          	5.3  	50.2     	007     	138  	1.037898
19                      	861.7	16.3                   	12                   	3.8  	193                	-71.062892	-30.249499      	1394 	1392         	450.450   	231.545   	-13.1   	16.6          	5.3  	50.3     	007     	145  	1.037279
20                      	861.1	16.3                   	12                   	3.9  	192                	-71.062888	-30.249463      	1400 	1397         	451.127   	231.406   	-13.2   	16.6          	5.3  	50.4     	007     	151  	1.036660
21                      	860.6	16.3                   	12                   	3.9  	191                	-71.062885	-30.249427      	1405 	1403         	451.833   	231.280   	-13.2   	16.5          	5.3  	50.5     	007     	158  	1.036098
22                      	860.1	16.2                   	12                   	4.0  	189                	-71.062881	-30.249391      	1410 	1408         	452.548   	231.162   	-13.2   	16.5          	5.3  	50.6     	007     	165  	1.035569
23                      	859.6	16.2                   	12                   	4.1  	188                	-71.062878	-30.249355      	1415 	1413         	453.263   	231.045   	-13.2   	16.5          	5.3  	50.7     	007     	171  	1.035040
24                      	859.1	16.2                   	12                   	4.2  	187                	-71.062874	-30.249319      	1421 	1418         	453.962   	230.928   	-13.3   	16.5          	5.3  	50.8     	007     	178  	1.034511
25                      	858.6	16.2                   	12                   	4.2  	186                	-71.062871	-30.249283      	1426 	1424         	454.678   	230.812   	-13.3   	16.4          	5.3  	50.8     	007     	185  	1.033990
26                      	858.1	16.1                   	12                   	4.3  	185                	-71.062867	-30.249247      	1431 	1429         	455.397   	230.699   	-13.3   	16.4          	5.3  	50.9     	007     	191  	1.033479
27                      	857.6	16.1                   	12                   	4.4  	184                	-71.062864	-30.249211      	1437 	1434         	456.116   	230.586   	-13.3   	16.4          	5.3  	51.0     	007     	198  	1.032968
28                      	857.1	16.1                   	12                   	4.4  	183                	-71.062860	-30.249175      	1442 	1440         	456.819   	230.472   	-13.3   	16.4          	5.3  	51.0     	007     	204  	1.032457
29                      	856.6	16.1                   	12                   	4.5  	182                	-71.062857	-30.249139      	1447 	1445         	457.540   	230.361   	-13.3   	16.3          	5.3  	51.1     	007     	211  	1.031955
30                      	856.1	16.0                   	12                   	4.6  	181                	-71.062853	-30.249103      	1452 	1450         	458.271   	230.260   	-13.3   	16.3          	5.3  	51.1     	006     	218  	1.031499
31                      	855.6	16.0                   	12                   	4.5  	181                	-71.062850	-30.249067      	1458 	1455         	458.987   	230.159   	-13.3   	16.3          	5.3  	51.2     	006     	224  	1.031043
32                      	855.2	16.0                   	12                   	4.5  	181                	-71.062846	-30.249031      	1463 	1461         	459.718   	230.058   	-13.3   	16.3          	5.3  	51.2     	006     	231  	1.030587
33                      	854.7	16.0                   	12                   	4.4  	181                	-71.062843	-30.248995      	1468 	1466         	460.449   	229.957   	-13.4   	16.2          	5.3  	51.3     	006     	238  	1.030132
34                      	854.2	15.9                   	12                   	4.4  	181                	-71.062839	-30.248959      	1473 	1471         	461.167   	229.844   	-13.4   	16.2          	5.3  	51.3     	006     	244  	1.029620
35                      	853.7	15.9                   	12                   	4.3  	181                	-71.062836	-30.248923      	1479 	1476         	461.854   	229.714   	-13.3   	16.2          	5.3  	51.3     	006     	251  	1.029029
36                      	853.1	15.9                   	12                   	4.3  	181                	-71.062832	-30.248886      	1484 	1482         	462.556   	229.584   	-13.3   	16.2          	5.3  	51.4     	006     	257  	1.028438
37                      	852.5	15.9                   	12                   	4.3  	181                	-71.062829	-30.248850      	1489 	1487         	463.259   	229.455   	-13.3   	16.1          	5.3  	51.4     	006     	264  	1.027847
38                      	852.0	15.8                   	12                   	4.2  	181                	-71.062825	-30.248814      	1495 	1492         	463.962   	229.325   	-13.3   	16.1          	5.3  	51.5     	006     	271  	1.027258
39                      	851.5	15.8                   	12                   	4.2  	182                	-71.062822	-30.248778      	1500 	1497         	464.662   	229.209   	-13.3   	16.1          	5.3  	51.5     	006     	277  	1.026727
40                      	850.9	15.8                   	12                   	4.1  	182                	-71.062818	-30.248742      	1505 	1503         	465.378   	229.093   	-13.2   	16.1          	5.3  	51.5     	006     	284  	1.026196
41                      	850.4	15.7                   	12                   	4.1  	182                	-71.062815	-30.248706      	1510 	1508         	466.094   	228.977   	-13.2   	16.0          	5.3  	51.5     	006     	290  	1.025666
42                      	849.9	15.7                   	12                   	4.0  	182                	-71.062811	-30.248670      	1516 	1513         	466.810   	228.861   	-13.2   	16.0          	5.3  	51.6     	006     	297  	1.025135
43                      	849.4	15.7                   	12                   	4.0  	182                	-71.062808	-30.248634      	1521 	1518         	467.510   	228.745   	-13.2   	16.0          	5.3  	51.6     	006     	304  	1.024606
44                      	848.9	15.7                   	12                   	3.9  	182                	-71.062804	-30.248598      	1526 	1524         	468.227   	228.629   	-13.1   	16.0          	5.3  	51.6     	006     	310  	1.024076
45                      	848.4	15.6                   	12                   	3.9  	182                	-71.062800	-30.248562      	1531 	1529         	468.943   	228.513   	-13.1   	15.9          	5.3  	51.6     	006     	317  	1.023547
46                      	847.8	15.6                   	12                   	3.9  	182                	-71.062798	-30.248528      	1537 	1534         	469.659   	228.397   	-13.1   	15.9          	5.3  	51.7     	006     	324  	1.023018
47                      	847.3	15.6                   	13                   	3.8  	182                	-71.062801	-30.248506      	1542 	1540         	470.407   	228.282   	-13.1   	15.9          	5.5  	52.0     	006     	329  	1.022490
48                      	846.8	15.6                   	13                   	3.8  	182                	-71.062805	-30.248485      	1548 	1545         	471.175   	228.171   	-13.1   	15.8          	5.5  	52.3     	006     	335  	1.021983
49                      	846.3	15.5                   	13                   	3.7  	182                	-71.062809	-30.248464      	1553 	1551         	471.929   	228.061   	-13.0   	15.8          	5.5  	52.5     	005     	341  	1.021481
50                      	845.8	15.5                   	13                   	3.7  	182                	-71.062813	-30.248443      	1559 	1556         	472.699   	227.952   	-13.0   	15.8          	5.5  	52.8     	005     	347  	1.020980
51                      	845.3	15.5                   	13                   	3.6  	182                	-71.062816	-30.248421      	1564 	1562         	473.454   	227.843   	-13.0   	15.7          	5.5  	53.0     	005     	353  	1.020480
52                      	844.7	15.4                   	13                   	3.6  	182                	-71.062820	-30.248400      	1570 	1567         	474.206   	227.732   	-13.0   	15.7          	5.5  	53.2     	005     	358  	1.019971
53                      	844.2	15.4                   	13                   	3.6  	182                	-71.062824	-30.248379      	1576 	1573         	474.973   	227.620   	-13.0   	15.7          	5.5  	53.5     	005     	364  	1.019457
54                      	843.7	15.4                   	13                   	3.5  	182                	-71.062827	-30.248357      	1581 	1579         	475.724   	227.507   	-12.9   	15.6          	5.5  	53.7     	005     	370  	1.018943
55                      	843.2	15.3                   	13                   	3.5  	182                	-71.062831	-30.248336      	1587 	1584         	476.491   	227.395   	-12.9   	15.6          	5.5  	53.9     	005     	376  	1.018429
56                      	842.6	15.3                   	13                   	3.4  	182                	-71.062835	-30.248315      	1592 	1590         	477.239   	227.279   	-12.9   	15.6          	5.5  	54.1     	004     	382  	1.017897
57                      	842.1	15.3                   	13                   	3.4  	182                	-71.062839	-30.248294      	1598 	1595         	478.000   	227.161   	-12.9   	15.5          	5.5  	54.3     	004     	388  	1.017356
58                      	841.5	15.2                   	13                   	3.3  	182                	-71.062842	-30.248272      	1603 	1601         	478.745   	227.043   	-12.9   	15.5          	5.5  	54.5     	004     	393  	1.016815
59                      	841.0	15.2                   	13                   	3.3  	182                	-71.062846	-30.248251      	1609 	1606         	479.506   	226.925   	-12.9   	15.5          	5.5  	54.7     	004     	399  	1.016275
60                      	840.4	15.1                   	13                   	3.2  	183                	-71.062850	-30.248230      	1614 	1612         	480.252   	226.807   	-12.8   	15.4          	5.5  	54.9     	004     	405  	1.015735
61                      	839.9	15.1                   	13                   	3.2  	182                	-71.062853	-30.248208      	1620 	1617         	481.011   	226.687   	-12.8   	15.4          	5.5  	55.1     	004     	411  	1.015187
62                      	839.3	15.1                   	13                   	3.1  	182                	-71.062857	-30.248187      	1625 	1623         	481.752   	226.564   	-12.8   	15.4          	5.5  	55.2     	004     	417  	1.014627
63                      	838.8	15.0                   	13                   	3.1  	181                	-71.062861	-30.248166      	1631 	1628         	482.493   	226.442   	-12.8   	15.3          	5.5  	55.4     	004     	423  	1.014067
64                      	838.2	15.0                   	13                   	3.0  	181                	-71.062864	-30.248144      	1637 	1634         	483.250   	226.320   	-12.8   	15.3          	5.5  	55.6     	003     	429  	1.013507
65                      	837.6	15.0                   	13                   	3.0  	180                	-71.062868	-30.248123      	1642 	1639         	483.992   	226.198   	-12.7   	15.3          	5.5  	55.7     	003     	435  	1.012950
66                      	837.1	14.9                   	13                   	2.9  	180                	-71.062872	-30.248102      	1648 	1645         	484.753   	226.080   	-12.7   	15.2          	5.5  	55.9     	003     	441  	1.012410
67                      	836.5	14.9                   	13                   	2.9  	179                	-71.062876	-30.248081      	1653 	1651         	485.499   	225.962   	-12.7   	15.2          	5.5  	56.0     	003     	446  	1.011869
68                      	836.0	14.9                   	14                   	2.8  	179                	-71.062879	-30.248059      	1659 	1656         	486.260   	225.844   	-12.7   	15.2          	5.5  	56.2     	003     	452  	1.011330
69                      	835.4	14.8                   	14                   	2.8  	178                	-71.062883	-30.248038      	1664 	1662         	487.006   	225.727   	-12.7   	15.1          	5.5  	56.3     	003     	458  	1.010790
70                      	834.9	14.8                   	14                   	2.7  	177                	-71.062887	-30.248017      	1670 	1667         	487.771   	225.613   	-12.7   	15.1          	5.5  	56.5     	003     	464  	1.010268
71                      	834.4	14.8                   	14                   	2.7  	177                	-71.062890	-30.247995      	1675 	1673         	488.523   	225.501   	-12.6   	15.1          	5.5  	56.6     	003     	470  	1.009755
72                      	833.8	14.7                   	14                   	2.6  	176                	-71.062894	-30.247974      	1681 	1678         	489.275   	225.389   	-12.6   	15.0          	5.5  	56.7     	003     	476  	1.009244
73                      	833.3	14.7                   	14                   	2.6  	175                	-71.062898	-30.247953      	1686 	1684         	490.043   	225.278   	-12.6   	15.0          	5.5  	56.9     	002     	482  	1.008732
74                      	832.8	14.7                   	14                   	2.5  	175                	-71.062902	-30.247932      	1692 	1689         	490.793   	225.164   	-12.6   	15.0          	5.5  	57.0     	002     	488  	1.008212
75                      	832.2	14.6                   	14                   	2.5  	174                	-71.062905	-30.247910      	1698 	1695         	491.554   	225.047   	-12.6   	14.9          	5.5  	57.1     	002     	494  	1.007672
76                      	831.6	14.6                   	14                   	2.4  	173                	-71.062910	-30.247891      	1703 	1700         	492.317   	224.930   	-12.6   	14.9          	5.6  	57.3     	002     	500  	1.007139
77                      	831.1	14.5                   	14                   	2.4  	172                	-71.062920	-30.247887      	1709 	1706         	493.159   	224.814   	-12.6   	14.8          	6.1  	57.6     	002     	505  	1.006607
78                      	830.5	14.5                   	14                   	2.3  	171                	-71.062930	-30.247882      	1715 	1713         	494.000   	224.698   	-12.6   	14.8          	6.1  	57.9     	002     	510  	1.006075
79                      	829.9	14.4                   	14                   	2.3  	171                	-71.062940	-30.247877      	1721 	1719         	494.844   	224.584   	-12.6   	14.7          	6.1  	58.2     	001     	516  	1.005555
80                      	829.4	14.4                   	14                   	2.2  	170                	-71.062950	-30.247873      	1728 	1725         	495.689   	224.472   	-12.6   	14.7          	6.1  	58.5     	001     	521  	1.005041
81                      	828.8	14.3                   	14                   	2.1  	169                	-71.062960	-30.247868      	1734 	1731         	496.519   	224.359   	-12.6   	14.6          	6.1  	58.8     	001     	527  	1.004527
82                      	828.2	14.3                   	14                   	2.1  	168                	-71.062971	-30.247863      	1740 	1737         	497.364   	224.247   	-12.6   	14.6          	6.1  	59.1     	001     	532  	1.004014
83                      	827.7	14.2                   	14                   	2.0  	167                	-71.062981	-30.247859      	1746 	1743         	498.209   	224.135   	-12.6   	14.5          	6.1  	59.4     	001     	538  	1.003498
84                      	827.1	14.2                   	14                   	2.0  	165                	-71.062991	-30.247854      	1752 	1749         	499.052   	224.020   	-12.6   	14.5          	6.1  	59.7     	000     	543  	1.002974
85                      	826.5	14.1                   	14                   	1.9  	164                	-71.063001	-30.247849      	1758 	1755         	499.896   	223.905   	-12.6   	14.4          	6.1  	60.0     	000     	549  	1.002449
86                      	826.0	14.1                   	14                   	1.9  	163                	-71.063011	-30.247845      	1764 	1761         	500.739   	223.791   	-12.6   	14.4          	6.1  	60.2     	000     	554  	1.001926
87                      	825.4	14.0                   	14                   	1.8  	162                	-71.063021	-30.247840      	1770 	1767         	501.582   	223.676   	-12.6   	14.4          	6.1  	60.5     	360     	560  	1.001402
88                      	824.8	14.0                   	14                   	1.8  	160                	-71.063031	-30.247835      	1776 	1773         	502.425   	223.562   	-12.6   	14.3          	6.1  	60.8     	360     	565  	1.000880
89                      	824.3	14.0                   	15                   	1.7  	159                	-71.063041	-30.247831      	1782 	1779         	503.258   	223.437   	-12.6   	14.3          	6.1  	61.0     	359     	571  	1.000307
90                      	823.7	13.9                   	15                   	1.7  	157                	-71.063051	-30.247826      	1788 	1785         	504.074   	223.311   	-12.6   	14.2          	6.1  	61.3     	359     	577  	0.999735
91                      	823.2	13.9                   	15                   	1.7  	155                	-71.063061	-30.247821      	1794 	1792         	504.907   	223.186   	-12.6   	14.2          	6.1  	61.5     	359     	582  	0.999163
92                      	822.6	13.9                   	15                   	1.6  	153                	-71.063072	-30.247817      	1801 	1798         	505.738   	223.060   	-12.5   	14.2          	6.1  	61.7     	359     	588  	0.998585
93                      	822.0	13.8                   	15                   	1.6  	151                	-71.063082	-30.247812      	1807 	1804         	506.564   	222.928   	-12.5   	14.1          	6.1  	62.0     	359     	593  	0.997983
94                      	821.4	13.8                   	15                   	1.6  	149                	-71.063092	-30.247807      	1813 	1810         	507.391   	222.797   	-12.5   	14.1          	6.1  	62.2     	358     	599  	0.997382
95                      	820.8	13.8                   	15                   	1.5  	146                	-71.063102	-30.247803      	1819 	1816         	508.217   	222.665   	-12.5   	14.1          	6.1  	62.4     	358     	605  	0.996782
96                      	820.2	13.7                   	15                   	1.5  	143                	-71.063112	-30.247798      	1825 	1822         	509.043   	222.534   	-12.5   	14.1          	6.1  	62.6     	358     	610  	0.996182
97                      	819.6	13.7                   	15                   	1.5  	140                	-71.063122	-30.247793      	1831 	1828         	509.867   	222.400   	-12.5   	14.0          	6.1  	62.9     	358     	616  	0.995569
98                      	819.0	13.7                   	15                   	1.5  	137                	-71.063132	-30.247789      	1837 	1834         	510.689   	222.264   	-12.4   	14.0          	6.1  	63.1     	358     	622  	0.994949
99                      	818.4	13.6                   	15                   	1.4  	133                	-71.063142	-30.247784      	1843 	1840         	511.495   	222.129   	-12.4   	14.0          	6.1  	63.3     	357     	627  	0.994329
100                     	817.8	13.6                   	15                   	1.4  	130                	-71.063152	-30.247779      	1849 	1846         	512.318   	221.993   	-12.4   	13.9          	6.1  	63.5     	357     	633  	0.993710
101                     	817.2	13.6                   	15                   	1.4  	126                	-71.063162	-30.247775      	1855 	1852         	513.141   	221.859   	-12.4   	13.9          	6.1  	63.7     	357     	639  	0.993096
102                     	816.7	13.5                   	15                   	1.4  	122                	-71.063173	-30.247770      	1861 	1858         	513.968   	221.729   	-12.4   	13.9          	6.1  	63.9     	357     	644  	0.992500
103                     	816.1	13.5                   	15                   	1.3  	118                	-71.063183	-30.247765      	1868 	1864         	514.809   	221.612   	-12.4   	13.8          	6.1  	64.1     	357     	650  	0.991964
104                     	815.5	13.4                   	15                   	1.3  	113                	-71.063193	-30.247761      	1874 	1871         	515.650   	221.495   	-12.4   	13.8          	6.1  	64.2     	357     	656  	0.991428
105                     	814.9	13.4                   	15                   	1.3  	109                	-71.063203	-30.247756      	1880 	1877         	516.491   	221.378   	-12.4   	13.7          	6.1  	64.4     	356     	662  	0.990892
106                     	814.3	13.3                   	15                   	1.3  	105                	-71.063213	-30.247751      	1886 	1883         	517.332   	221.261   	-12.4   	13.7          	6.1  	64.6     	356     	667  	0.990361
107                     	813.7	13.3                   	15                   	1.2  	100                	-71.063223	-30.247747      	1892 	1889         	518.157   	221.145   	-12.4   	13.6          	6.1  	64.8     	356     	673  	0.989831
108                     	813.2	13.2                   	15                   	1.2  	096                	-71.063230	-30.247761      	1898 	1895         	519.014   	221.028   	-12.4   	13.6          	6.2  	65.1     	356     	678  	0.989301
109                     	812.6	13.2                   	15                   	1.2  	092                	-71.063237	-30.247776      	1904 	1901         	519.871   	220.912   	-12.5   	13.5          	6.2  	65.5     	356     	683  	0.988771
110                     	812.0	13.1                   	15                   	1.2  	088                	-71.063245	-30.247792      	1910 	1907         	520.731   	220.799   	-12.5   	13.5          	6.2  	65.8     	355     	688  	0.988254
111                     	811.5	13.1                   	15                   	1.2  	084                	-71.063252	-30.247807      	1917 	1914         	521.597   	220.691   	-12.5   	13.4          	6.2  	66.1     	355     	693  	0.987765
112                     	810.9	13.0                   	15                   	1.2  	081                	-71.063259	-30.247822      	1923 	1920         	522.464   	220.584   	-12.5   	13.4          	6.2  	66.5     	355     	698  	0.987276
113                     	810.4	13.0                   	16                   	1.2  	077                	-71.063266	-30.247838      	1929 	1926         	523.330   	220.477   	-12.5   	13.3          	6.2  	66.8     	355     	703  	0.986787
114                     	809.8	12.9                   	16                   	1.2  	073                	-71.063273	-30.247853      	1935 	1932         	524.196   	220.370   	-12.5   	13.3          	6.2  	67.1     	355     	708  	0.986298
115                     	809.3	12.9                   	16                   	1.3  	069                	-71.063280	-30.247869      	1941 	1938         	525.059   	220.260   	-12.5   	13.2          	6.2  	67.4     	355     	713  	0.985796
116                     	808.7	12.8                   	16                   	1.3  	065                	-71.063287	-30.247884      	1948 	1944         	525.920   	220.146   	-12.6   	13.2          	6.2  	67.7     	354     	718  	0.985280
117                     	808.2	12.8                   	16                   	1.3  	061                	-71.063294	-30.247900      	1954 	1951         	526.778   	220.032   	-12.6   	13.1          	6.2  	68.0     	354     	723  	0.984759
118                     	807.6	12.7                   	16                   	1.3  	057                	-71.063302	-30.247915      	1960 	1957         	527.637   	219.917   	-12.6   	13.1          	6.2  	68.3     	354     	729  	0.984237
119                     	807.0	12.7                   	16                   	1.4  	054                	-71.063309	-30.247931      	1966 	1963         	528.499   	219.806   	-12.6   	13.0          	6.2  	68.6     	354     	734  	0.983729
120                     	806.5	12.7                   	16                   	1.4  	050                	-71.063316	-30.247946      	1972 	1969         	529.367   	219.700   	-12.6   	13.0          	6.2  	68.9     	354     	739  	0.983247
121                     	806.0	12.6                   	16                   	1.4  	047                	-71.063323	-30.247961      	1979 	1975         	530.234   	219.594   	-12.6   	12.9          	6.2  	69.2     	354     	744  	0.982765
122                     	805.5	12.6                   	16                   	1.4  	044                	-71.063330	-30.247977      	1985 	1982         	531.102   	219.488   	-12.7   	12.9          	6.2  	69.5     	353     	749  	0.982283
123                     	804.9	12.5                   	16                   	1.4  	040                	-71.063337	-30.247992      	1991 	1988         	531.969   	219.382   	-12.7   	12.8          	6.2  	69.8     	353     	755  	0.981801
124                     	804.4	12.5                   	16                   	1.5  	038                	-71.063344	-30.248008      	1997 	1994         	532.830   	219.270   	-12.7   	12.8          	6.2  	70.1     	353     	760  	0.981288
125                     	803.8	12.4                   	16                   	1.5  	035                	-71.063351	-30.248023      	2003 	2000         	533.690   	219.156   	-12.7   	12.7          	6.2  	70.3     	353     	765  	0.980772
126                     	803.3	12.4                   	16                   	1.5  	032                	-71.063358	-30.248039      	2010 	2006         	534.550   	219.043   	-12.7   	12.7          	6.2  	70.6     	353     	771  	0.980255
127                     	802.7	12.3                   	16                   	1.5  	030                	-71.063366	-30.248054      	2016 	2012         	535.410   	218.929   	-12.7   	12.6          	6.2  	70.9     	352     	776  	0.979740
128                     	802.1	12.3                   	16                   	1.5  	028                	-71.063373	-30.248069      	2022 	2019         	536.269   	218.815   	-12.8   	12.6          	6.2  	71.1     	352     	781  	0.979218
129                     	801.6	12.2                   	16                   	1.6  	025                	-71.063380	-30.248085      	2028 	2025         	537.125   	218.697   	-12.8   	12.5          	6.2  	71.4     	352     	787  	0.978684
130                     	801.0	12.2                   	16                   	1.6  	023                	-71.063387	-30.248100      	2034 	2031         	537.965   	218.565   	-12.8   	12.5          	6.2  	71.6     	352     	792  	0.978082
131                     	800.4	12.2                   	16                   	1.7  	022                	-71.063394	-30.248116      	2041 	2037         	538.806   	218.432   	-12.8   	12.5          	6.2  	71.9     	351     	797  	0.977481
132                     	799.9	12.2                   	16                   	1.8  	021                	-71.063401	-30.248131      	2047 	2043         	539.647   	218.300   	-12.8   	12.5          	6.2  	72.1     	351     	803  	0.976880
133                     	799.3	12.1                   	16                   	1.9  	020                	-71.063408	-30.248147      	2053 	2050         	540.482   	218.161   	-12.8   	12.4          	6.2  	72.4     	351     	808  	0.976255
134                     	798.7	12.1                   	16                   	2.0  	020                	-71.063415	-30.248162      	2059 	2056         	541.316   	218.022   	-12.8   	12.4          	6.2  	72.6     	351     	814  	0.975629
135                     	798.1	12.1                   	16                   	2.1  	019                	-71.063423	-30.248178      	2065 	2062         	542.151   	217.883   	-12.8   	12.4          	6.2  	72.8     	351     	819  	0.975003
136                     	797.5	12.0                   	16                   	2.2  	018                	-71.063430	-30.248193      	2072 	2068         	542.985   	217.744   	-12.8   	12.4          	6.2  	73.1     	350     	824  	0.974378
137                     	796.9	12.0                   	16                   	2.3  	018                	-71.063437	-30.248208      	2078 	2074         	543.819   	217.604   	-12.8   	12.3          	6.2  	73.3     	350     	830  	0.973746
138                     	796.3	12.0                   	16                   	2.4  	017                	-71.063445	-30.248234      	2084 	2080         	544.634   	217.462   	-12.9   	12.3          	6.1  	73.6     	350     	835  	0.973105
139                     	795.8	12.0                   	16                   	2.4  	016                	-71.063453	-30.248271      	2090 	2087         	545.450   	217.320   	-12.9   	12.3          	6.1  	74.0     	349     	840  	0.972465
140                     	795.2	11.9                   	16                   	2.5  	016                	-71.063462	-30.248308      	2096 	2093         	546.265   	217.177   	-12.9   	12.2          	6.1  	74.3     	349     	845  	0.971825
141                     	794.6	11.9                   	16                   	2.6  	015                	-71.063470	-30.248345      	2102 	2099         	547.083   	217.038   	-12.9   	12.2          	6.1  	74.7     	349     	849  	0.971195
142                     	794.0	11.9                   	16                   	2.7  	015                	-71.063479	-30.248382      	2108 	2105         	547.912   	216.909   	-12.9   	12.2          	6.1  	75.1     	348     	854  	0.970614
143                     	793.5	11.9                   	16                   	2.8  	015                	-71.063488	-30.248419      	2114 	2111         	548.728   	216.783   	-13.0   	12.2          	6.1  	75.4     	348     	859  	0.970049
144                     	792.9	11.8                   	16                   	2.9  	014                	-71.063496	-30.248456      	2120 	2117         	549.563   	216.660   	-13.0   	12.1          	6.1  	75.8     	347     	864  	0.969492
145                     	792.4	11.8                   	16                   	3.0  	014                	-71.063505	-30.248493      	2127 	2123         	550.397   	216.536   	-13.0   	12.1          	6.1  	76.1     	347     	869  	0.968936
146                     	791.8	11.8                   	16                   	3.1  	014                	-71.063514	-30.248530      	2133 	2129         	551.227   	216.408   	-13.0   	12.1          	6.1  	76.4     	346     	874  	0.968360
147                     	791.2	11.7                   	16                   	3.2  	013                	-71.063522	-30.248567      	2139 	2135         	552.051   	216.276   	-13.0   	12.0          	6.1  	76.8     	346     	879  	0.967762
148                     	790.7	11.7                   	16                   	3.3  	013                	-71.063531	-30.248604      	2145 	2141         	552.876   	216.143   	-13.1   	12.0          	6.1  	77.1     	345     	884  	0.967165
